"Step","Total Residents","At Home","School","Water","Religion","restaurant","Health Center","Socialize","Work","Business"
"2567","46290","45691","0","0","0","0","0","478","0","121"
"2568","46290","45875","0","0","0","0","0","323","0","92"
"2569","46290","46290","0","0","0","0","0","0","0","0"
"2570","46288","46288","0","0","0","0","0","0","0","0"
"2571","46288","46288","0","0","0","0","0","0","0","0"
"2572","46287","46288","0","0","0","0","0","0","0","0"
"2573","46283","46287","0","0","0","0","0","0","0","0"
"2574","46283","42450","0","343","219","243","609","874","1375","170"
"2575","46281","30549","0","1455","846","1010","2472","3695","5549","707"
"2576","46280","20310","0","2254","1197","1602","3935","6217","9542","1223"
"2577","46280","12817","3053","2481","1184","1819","4349","7008","12101","1468"
"2578","46280","8815","10127","1805","728","1360","3266","5539","13288","1352"
"2579","46278","9029","10718","1642","664","1236","2985","5357","13320","1329"
"2580","46278","12407","9881","1207","487","877","2333","4133","13994","959"
"2581","46277","14266","9227","991","439","736","2089","3546","14260","724"
"2582","46277","12072","11789","881","404","743","1967","4055","13537","829"
"2583","46275","8193","16758","895","424","737","2084","3893","12388","905"
"2584","46275","8697","16908","972","566","758","2268","3633","11501","972"
"2585","46275","8991","16908","983","649","763","2339","3600","11060","982"
"2586","46271","27721","2156","799","569","692","1855","3696","7950","833"
"2587","46269","30730","0","739","538","679","1735","3678","7356","816"
"2588","46268","38099","0","410","314","415","1026","1961","3631","412"
"2589","46265","43360","0","148","116","157","379","832","1112","164"
"2590","46264","45650","0","0","0","0","0","524","0","90"
"2591","46263","45650","0","0","0","0","0","524","0","90"
"2592","46262","46024","0","0","0","0","0","204","0","35"
"2593","46262","46262","0","0","0","0","0","0","0","0"
"2594","46262","46262","0","0","0","0","0","0","0","0"
"2595","46260","46262","0","0","0","0","0","0","0","0"
"2596","46260","46260","0","0","0","0","0","0","0","0"
"2597","46259","46260","0","0","0","0","0","0","0","0"
"2598","46255","32796","0","1246","759","687","2115","3150","4867","639"
"2599","46255","31105","0","1404","841","797","2370","3567","5459","712"
"2600","46254","24819","0","1978","1091","1158","3306","5197","7690","1016"
"2601","46252","16779","477","2454","1226","1486","4371","7107","10907","1447"
"2602","46251","8782","10257","1941","695","1090","3311","5519","13253","1403"
"2603","46249","8873","10825","1788","650","1022","3089","5364","13262","1378"
"2604","46249","9825","10786","1474","571","867","2729","5110","13599","1288"
"2605","46247","14366","9484","950","425","603","2087","3255","14290","789"
"2606","46244","11977","11891","894","415","568","2036","3888","13655","923"
"2607","46243","8256","16508","994","451","576","2119","3928","12465","946"
"2608","46242","8585","16898","1079","564","630","2340","3676","11533","938"
"2609","46237","8589","16896","1054","663","618","2308","3793","11327","989"
"2610","46237","26176","3423","802","521","540","1857","3820","8235","863"
"2611","46235","30718","0","742","480","535","1775","3758","7376","853"
"2612","46235","40181","0","309","224","247","782","1537","2656","299"
"2613","46235","45189","0","31","27","23","82","559","205","119"
"2614","46234","45636","0","0","0","0","0","489","0","109"
"2615","46234","45636","0","0","0","0","0","489","0","109"
"2616","46231","45671","0","0","0","0","0","457","0","106"
"2617","46230","46231","0","0","0","0","0","0","0","0"
"2618","46225","46230","0","0","0","0","0","0","0","0"
"2619","46224","46224","0","0","0","0","0","0","0","0"
"2620","46222","46224","0","0","0","0","0","0","0","0"
"2621","46222","46222","0","0","0","0","0","0","0","0"
"2622","46221","41808","0","403","243","210","695","1097","1558","207"
"2623","46218","28507","0","1722","985","860","2879","4314","6129","822"
"2624","46217","24281","0","2064","1109","1049","3482","5371","7794","1068"
"2625","46216","14237","2135","2535","1236","1335","4367","7147","11732","1492"
"2626","46214","8182","9218","2157","856","1064","3640","6142","13482","1475"
"2627","46213","8725","10945","1714","667","830","2918","5523","13474","1418"
"2628","46212","10957","10370","1414","541","678","2483","4740","13891","1138"
"2629","46210","14418","9365","937","405","529","2068","3380","14355","755"
"2630","46209","11691","12125","913","414","488","1953","4145","13572","908"
"2631","46206","9804","14239","896","405","474","1863","4521","12971","1036"
"2632","46204","8469","16966","1134","637","542","2270","3728","11423","1035"
"2633","46203","8601","16966","1129","689","548","2248","3716","11258","1049"
"2634","46203","18015","9537","963","601","500","1997","3853","9735","1002"
"2635","46201","30828","0","789","488","475","1755","3719","7277","870"
"2636","46200","40020","0","356","225","215","813","1540","2687","344"
"2637","46197","42704","0","225","129","126","482","944","1388","202"
"2638","46197","45593","0","0","0","0","0","508","0","96"
"2639","46195","45591","0","0","0","0","0","508","0","96"
"2640","46193","46085","0","0","0","0","0","98","0","10"
"2641","46192","46193","0","0","0","0","0","0","0","0"
"2642","46191","46191","0","0","0","0","0","0","0","0"
"2643","46191","46191","0","0","0","0","0","0","0","0"
"2644","46191","46191","0","0","0","0","0","0","0","0"
"2645","46190","46190","0","0","0","0","0","0","0","0"
"2646","46189","40432","0","739","372","271","968","2433","360","614"
"2647","46187","29591","0","2096","974","801","2821","7003","1099","1804"
"2648","46186","20304","0","3161","1281","1321","4265","11248","1710","2897"
"2649","46186","14726","0","3654","1460","1625","5206","13798","2104","3613"
"2650","46186","9891","0","3750","1708","1875","6333","15630","2481","4518"
"2651","46183","10298","0","3609","1714","1832","6281","15459","2459","4534"
"2652","46182","14959","0","2422","1383","1562","5416","14545","2337","3558"
"2653","46181","14676","0","2407","1422","1548","5410","14827","2340","3551"
"2654","46181","12687","0","2039","1297","1345","4962","17123","2621","4107"
"2655","46179","12113","0","2159","1449","1526","5283","16895","2440","4314"
"2656","46179","12108","0","2370","1888","1679","6102","15497","2210","4325"
"2657","46179","11940","0","2322","1869","1658","6074","15716","2214","4386"
"2658","46174","16321","0","1702","1404","1216","4728","14527","2257","4024"
"2659","46174","25161","0","967","717","684","2677","10874","2064","3030"
"2660","46174","27018","0","857","641","612","2363","10007","1887","2789"
"2661","46174","44219","0","42","38","40","112","1360","28","335"
"2662","46172","44656","0","0","0","0","0","1211","0","307"
"2663","46171","44654","0","0","0","0","0","1211","0","307"
"2664","46171","45217","0","0","0","0","0","781","0","173"
"2665","46171","46171","0","0","0","0","0","0","0","0"
"2666","46169","46169","0","0","0","0","0","0","0","0"
"2667","46169","46169","0","0","0","0","0","0","0","0"
"2668","46167","46169","0","0","0","0","0","0","0","0"
"2669","46167","46167","0","0","0","0","0","0","0","0"
"2670","46167","41547","0","428","1181","122","707","1732","0","450"
"2671","46167","29478","0","1526","4217","528","2516","6270","0","1632"
"2672","46167","20542","0","2354","6082","899","3724","9954","0","2612"
"2673","46167","16552","0","2686","6943","1018","4263","11651","0","3054"
"2674","46167","10202","0","2964","8477","1359","5324","13724","0","4117"
"2675","46163","11389","0","2528","7724","1188","4813","14259","0","4262"
"2676","46162","11538","0","2501","7681","1180","4764","14251","0","4248"
"2677","46160","15161","0","1838","7426","1108","4724","12721","0","3184"
"2678","46158","14074","0","1766","7259","1082","4633","13899","0","3447"
"2679","46158","12314","0","1604","7153","1033","4585","15515","0","3954"
"2680","46157","12252","0","1655","7630","1084","4863","14816","0","3858"
"2681","46154","11730","0","1659","8374","1132","4995","14246","0","4021"
"2682","46154","15200","0","1421","7049","976","4280","13434","0","3794"
"2683","46152","26407","0","728","3806","471","2357","9662","0","2721"
"2684","46149","33750","0","475","2469","314","1522","5993","0","1629"
"2685","46148","40918","0","269","1240","142","809","2194","0","577"
"2686","46146","44720","0","0","0","0","0","1152","0","274"
"2687","46146","44720","0","0","0","0","0","1152","0","274"
"2688","46145","45137","0","0","0","0","0","810","0","199"
"2689","46145","46145","0","0","0","0","0","0","0","0"
"2690","46141","46145","0","0","0","0","0","0","0","0"
"2691","46140","46140","0","0","0","0","0","0","0","0"
"2692","46138","46140","0","0","0","0","0","0","0","0"
"2693","46137","46137","0","0","0","0","0","0","0","0"
"2694","46136","38172","0","620","428","695","1190","1898","2779","355"
"2695","46132","29429","0","1380","868","1417","2558","3975","5764","741"
"2696","46131","17740","0","2025","1245","2272","4254","6765","10471","1359"
"2697","46130","13411","2702","2065","1162","2293","4274","6922","11852","1450"
"2698","46128","7950","8462","1839","862","2079","3747","6158","13589","1442"
"2699","46126","9088","10481","1496","608","1654","3067","5128","13319","1287"
"2700","46125","9866","10553","1218","562","1464","2626","4825","13788","1224"
"2701","46123","14031","9341","841","421","1125","1963","3220","14394","787"
"2702","46122","11576","12106","782","395","1099","1807","3869","13587","901"
"2703","46119","8968","15422","772","371","1080","1821","4009","12760","916"
"2704","46119","8214","16807","847","431","1116","1973","3686","12173","872"
"2705","46119","8650","16807","868","580","1138","2118","3599","11396","963"
"2706","46116","21179","7183","720","502","935","1923","3648","9132","897"
"2707","46115","30620","0","608","446","835","1739","3625","7409","833"
"2708","46112","31313","0","573","419","800","1650","3469","7103","788"
"2709","46111","44633","0","39","33","77","148","621","422","138"
"2710","46111","45488","0","0","0","0","0","509","0","114"
"2711","46108","45485","0","0","0","0","0","509","0","114"
"2712","46105","45659","0","0","0","0","0","367","0","82"
"2713","46104","46105","0","0","0","0","0","0","0","0"
"2714","46102","46104","0","0","0","0","0","0","0","0"
"2715","46100","46102","0","0","0","0","0","0","0","0"
"2716","46100","46100","0","0","0","0","0","0","0","0"
"2717","46097","46097","0","0","0","0","0","0","0","0"
"2718","46096","35136","0","920","576","766","1720","2609","3868","501"
"2719","46091","28963","0","1474","891","1228","2683","4106","5970","776"
"2720","46091","23117","0","1873","1081","1655","3539","5458","8260","1108"
"2721","46091","16785","367","2228","1258","2022","4318","6849","10843","1421"
"2722","46088","8779","9919","1766","719","1573","3325","5347","13334","1326"
"2723","46088","8748","10794","1476","601","1334","2910","5314","13589","1322"
"2724","46086","14133","9369","926","412","945","2082","3224","14232","763"
"2725","46082","14233","9336","901","402","934","2051","3188","14278","759"
"2726","46081","11842","11768","861","382","896","1977","3804","13661","891"
"2727","46080","8764","15582","842","378","915","1984","4048","12641","926"
"2728","46079","8772","16774","945","600","947","2166","3584","11358","933"
"2729","46076","8452","16774","914","636","931","2067","3763","11538","1001"
"2730","46075","18342","9147","832","622","814","1997","3705","9689","928"
"2731","46075","30585","0","707","491","704","1759","3643","7362","824"
"2732","46075","33094","0","589","408","579","1462","3063","6200","680"
"2733","46075","44370","0","90","64","69","172","662","524","124"
"2734","46073","45479","0","0","0","0","0","498","0","98"
"2735","46070","45477","0","0","0","0","0","498","0","98"
"2736","46069","45742","0","0","0","0","0","266","0","61"
"2737","46068","46068","0","0","0","0","0","0","0","0"
"2738","46068","46068","0","0","0","0","0","0","0","0"
"2739","46065","46068","0","0","0","0","0","0","0","0"
"2740","46064","46064","0","0","0","0","0","0","0","0"
"2741","46062","46064","0","0","0","0","0","0","0","0"
"2742","46060","40857","0","489","274","315","824","1212","1853","236"
"2743","46058","31863","0","1334","728","885","2193","3362","5075","620"
"2744","46058","20089","0","2226","1199","1613","4022","6167","9547","1195"
"2745","46055","10389","4466","2428","1135","1832","4405","7175","12748","1477"
"2746","46052","7640","7987","2166","944","1626","3991","6699","13571","1431"
"2747","46051","9053","10511","1686","645","1253","3178","5275","13171","1280"
"2748","46051","11631","10047","1183","506","960","2437","4360","13883","1044"
"2749","46050","14160","9267","967","415","791","2090","3362","14238","761"
"2750","46050","11567","11980","920","409","727","1955","3985","13609","898"
"2751","46047","8352","16184","906","420","697","1961","3988","12615","924"
"2752","46045","8424","16824","954","549","719","2090","3672","11897","916"
"2753","46044","8880","16824","956","623","752","2154","3605","11301","949"
"2754","46042","29602","722","733","534","656","1823","3688","7462","822"
"2755","46039","30533","0","741","520","644","1807","3683","7293","821"
"2756","46038","41280","0","267","201","242","669","1114","2014","251"
"2757","46038","43506","0","144","102","125","304","758","937","162"
"2758","46037","45425","0","0","0","0","0","508","0","104"
"2759","46036","45425","0","0","0","0","0","508","0","104"
"2760","46035","45634","0","0","0","0","0","329","0","73"
