"Step","Total Residents","At Home","School","Water","Religion","restaurant","Health Center","Socialize","Work","Business"
"6379","40786","23688","0","593","3177","392","2111","8479","0","2346"
"6380","40784","34028","0","269","1447","169","1014","3061","0","798"
"6381","40783","38857","0","44","239","29","168","1145","0","301"
"6382","40782","39609","0","0","0","0","0","925","0","248"
"6383","40779","39609","0","0","0","0","0","925","0","248"
"6384","40778","40290","0","0","0","0","0","381","0","107"
"6385","40772","40778","0","0","0","0","0","0","0","0"
"6386","40772","40772","0","0","0","0","0","0","0","0"
"6387","40770","40772","0","0","0","0","0","0","0","0"
"6388","40767","40767","0","0","0","0","0","0","0","0"
"6389","40767","40767","0","0","0","0","0","0","0","0"
"6390","40766","34370","0","471","352","521","1038","1485","2256","273"
"6391","40765","24761","0","1233","827","1339","2579","3739","5575","712"
"6392","40763","22133","0","1415","915","1533","2996","4356","6587","830"
"6393","40760","9493","3775","1831","971","2077","3858","6280","11201","1277"
"6394","40760","6314","6167","1844","901","2042","3815","6219","12145","1313"
"6395","40758","7889","9347","1253","538","1491","2636","4650","11796","1160"
"6396","40757","12345","8146","791","352","1039","1894","3043","12473","674"
"6397","40755","12609","8014","762","352","1016","1856","2946","12546","656"
"6398","40755","10363","10540","709","316","945","1687","3583","11825","787"
"6399","40753","7431","14408","694","347","925","1779","3443","10916","810"
"6400","40750","7316","14754","729","394","960","1880","3344","10571","805"
"6401","40748","7572","14752","740","523","919","1911","3373","10041","917"
"6402","40747","7946","14478","734","521","904","1902","3371","9975","917"
"6403","40746","27122","0","527","394","741","1592","3173","6448","749"
"6404","40744","34726","0","251","193","357","770","1438","2684","327"
"6405","40744","37650","0","136","108","211","411","824","1241","163"
"6406","40743","40197","0","0","0","0","0","449","0","97"
"6407","40742","40196","0","0","0","0","0","449","0","97"
"6408","40739","40560","0","0","0","0","0","156","0","23"
"6409","40739","40739","0","0","0","0","0","0","0","0"
"6410","40737","40737","0","0","0","0","0","0","0","0"
"6411","40732","40737","0","0","0","0","0","0","0","0"
"6412","40731","40732","0","0","0","0","0","0","0","0"
"6413","40730","40730","0","0","0","0","0","0","0","0"
"6414","40729","28642","0","1010","627","902","1898","2826","4276","548"
"6415","40729","28058","0","1056","662","948","1977","2977","4477","574"
"6416","40728","16586","0","1876","1097","1681","3736","5805","8804","1144"
"6417","40728","6688","5621","2007","913","1806","4006","6416","11865","1406"
"6418","40728","7129","7498","1738","730","1550","3428","5578","11773","1304"
"6419","40727","7787","9570","1305","529","1137","2571","4815","11805","1209"
"6420","40727","8642","9362","1172","494","1062","2435","4487","11965","1108"
"6421","40727","12399","8228","804","356","833","1890","2955","12570","692"
"6422","40725","10814","9943","734","359","820","1802","3371","12088","794"
"6423","40723","7597","14117","713","352","802","1796","3510","11010","828"
"6424","40719","7435","14908","792","466","798","1997","3198","10298","831"
"6425","40718","7908","14905","857","600","791","2036","3086","9714","822"
"6426","40716","22360","3552","657","445","674","1709","3252","7290","777"
"6427","40715","26943","0","597","400","638","1676","3245","6485","732"
"6428","40710","30306","0","445","294","481","1244","2507","4875","558"
"6429","40706","38605","0","103","72","92","270","673","758","133"
"6430","40706","40171","0","0","0","0","0","448","0","87"
"6431","40705","40170","0","0","0","0","0","448","0","87"
"6432","40703","40698","0","0","0","0","0","3","0","2"
"6433","40703","40703","0","0","0","0","0","0","0","0"
"6434","40701","40703","0","0","0","0","0","0","0","0"
"6435","40700","40701","0","0","0","0","0","0","0","0"
"6436","40698","40700","0","0","0","0","0","0","0","0"
"6437","40697","40697","0","0","0","0","0","0","0","0"
"6438","40696","29270","0","1057","674","690","1770","2627","4096","512"
"6439","40695","27763","0","1200","746","793","1994","3014","4611","575"
"6440","40693","18601","0","1985","1073","1333","3406","5244","7997","1054"
"6441","40692","12095","2066","2265","1113","1515","3909","6132","10300","1298"
"6442","40691","6521","6764","2056","870","1421","3729","5913","12052","1366"
"6443","40690","7925","9364","1456","557","1022","2782","4671","11717","1197"
"6444","40690","7990","9531","1319","545","930","2528","4721","11937","1189"
"6445","40689","12476","8225","810","396","674","1870","3054","12458","726"
"6446","40685","10494","10424","711","377","643","1769","3530","11903","834"
"6447","40684","7387","14215","750","360","673","1865","3516","11123","795"
"6448","40680","7225","14920","821","434","684","1938","3303","10581","778"
"6449","40679","7738","14918","836","560","625","2009","3258","9877","858"
"6450","40677","23273","2806","691","483","561","1714","3252","7139","758"
"6451","40675","26889","0","626","460","549","1659","3308","6457","729"
"6452","40671","28632","0","540","393","472","1409","2894","5682","653"
"6453","40670","39867","0","20","12","19","27","519","107","99"
"6454","40668","40086","0","0","0","0","0","488","0","96"
"6455","40667","40083","0","0","0","0","0","488","0","96"
"6456","40665","40465","0","0","0","0","0","164","0","36"
"6457","40661","40665","0","0","0","0","0","0","0","0"
"6458","40661","40661","0","0","0","0","0","0","0","0"
"6459","40660","40661","0","0","0","0","0","0","0","0"
"6460","40660","40660","0","0","0","0","0","0","0","0"
"6461","40657","40660","0","0","0","0","0","0","0","0"
"6462","40657","36307","0","405","246","185","694","1076","1550","194"
"6463","40656","28200","0","1120","716","597","2037","2991","4413","583"
"6464","40653","17971","0","1938","1034","1174","3625","5607","8218","1089"
"6465","40652","7492","5149","2191","958","1359","3977","6525","11613","1389"
"6466","40649","6808","7283","1975","792","1209","3541","5891","11822","1331"
"6467","40648","7736","9599","1409","538","848","2619","4911","11784","1205"
"6468","40647","8442","9414","1298","494","765","2488","4653","11951","1143"
"6469","40645","12476","8274","913","377","562","1932","2915","12469","729"
"6470","40645","12209","8319","933","396","570","1949","3027","12488","754"
"6471","40644","7957","13524","788","368","512","1825","3632","11141","897"
"6472","40643","7055","14858","818","379","529","1937","3377","10865","825"
"6473","40641","7391","14858","858","567","548","1987","3453","10081","898"
"6474","40640","18144","6679","748","526","516","1766","3423","8023","815"
"6475","40640","26928","0","646","444","476","1595","3309","6503","739"
"6476","40639","28487","0","582","414","419","1410","2936","5743","649"
"6477","40636","38470","0","108","81","85","263","674","820","138"
"6478","40631","40086","0","0","0","0","0","451","0","94"
"6479","40631","40086","0","0","0","0","0","451","0","94"
"6480","40631","40529","0","0","0","0","0","82","0","20"
"6481","40631","40631","0","0","0","0","0","0","0","0"
"6482","40627","40627","0","0","0","0","0","0","0","0"
"6483","40624","40624","0","0","0","0","0","0","0","0"
"6484","40621","40624","0","0","0","0","0","0","0","0"
"6485","40620","40620","0","0","0","0","0","0","0","0"
"6486","40618","29626","0","1028","630","478","1821","2565","3939","531"
"6487","40616","24968","0","1496","861","710","2648","3689","5488","756"
"6488","40615","23506","0","1628","937","778","2901","4051","5989","826"
"6489","40615","6411","5881","2276","947","1239","3979","6472","11975","1435"
"6490","40615","6319","6209","2240","930","1210","3888","6388","12006","1425"
"6491","40615","7858","9458","1579","562","752","2796","4778","11649","1183"
"6492","40611","8843","9310","1281","484","640","2407","4448","12097","1105"
"6493","40607","12515","8222","900","425","452","1827","3075","12461","734"
"6494","40607","9143","11885","827","401","416","1697","3880","11475","883"
"6495","40604","7725","13702","830","414","405","1801","3689","11152","889"
"6496","40604","7073","14835","895","461","398","1997","3479","10637","829"
"6497","40604","7494","14835","874","597","418","2034","3413","10047","892"
"6498","40603","8401","14045","880","573","407","1956","3482","9950","910"
"6499","40599","26995","0","653","427","437","1585","3264","6447","791"
"6500","40597","32145","0","431","283","290","1037","2066","3857","490"
"6501","40595","39502","0","40","26","31","92","519","264","121"
"6502","40591","40058","0","0","0","0","0","426","0","107"
"6503","40589","40058","0","0","0","0","0","426","0","107"
"6504","40587","40228","0","0","0","0","0","288","0","73"
"6505","40587","40587","0","0","0","0","0","0","0","0"
"6506","40587","40587","0","0","0","0","0","0","0","0"
"6507","40587","40587","0","0","0","0","0","0","0","0"
"6508","40586","40586","0","0","0","0","0","0","0","0"
"6509","40585","40585","0","0","0","0","0","0","0","0"
"6510","40583","33043","0","943","438","383","1333","3088","533","824"
"6511","40582","25074","0","1971","868","772","2786","6375","1071","1665"
"6512","40582","23597","0","2180","921","850","3049","7015","1173","1797"
"6513","40580","14277","0","3166","1175","1373","4495","11364","1809","2923"
"6514","40580","7671","0","3632","1456","1752","5575","14357","2228","3909"
"6515","40579","9327","0","3078","1409","1555","5251","13820","2178","3961"
"6516","40578","12531","0","2260","1240","1432","4911","12769","2061","3375"
"6517","40577","12484","0","2074","1282","1444","4956","13070","2085","3182"
"6518","40575","12376","0","2043","1271","1427","4930","13206","2100","3224"
"6519","40575","10488","0","1891","1238","1323","4829","14920","2153","3733"
"6520","40572","10475","0","1921","1392","1370","5159","14427","2082","3749"
"6521","40572","10365","0","1954","1616","1443","5502","13919","1997","3776"
"6522","40571","16927","0","1277","1000","945","3618","11702","1888","3214"
"6523","40571","22317","0","773","627","624","2397","9485","1775","2573"
"6524","40569","33200","0","377","314","299","1178","3711","532","958"
"6525","40564","37393","0","164","132","133","482","1728","129","408"
"6526","40564","39225","0","0","0","0","0","1082","0","257"
"6527","40564","39225","0","0","0","0","0","1082","0","257"
"6528","40561","39267","0","0","0","0","0","1050","0","247"
"6529","40561","40561","0","0","0","0","0","0","0","0"
"6530","40561","40561","0","0","0","0","0","0","0","0"
"6531","40561","40561","0","0","0","0","0","0","0","0"
"6532","40561","40561","0","0","0","0","0","0","0","0"
"6533","40557","40561","0","0","0","0","0","0","0","0"
"6534","40557","36568","0","380","1025","125","603","1481","0","375"
"6535","40552","25518","0","1392","3808","487","2352","5570","0","1430"
"6536","40550","18400","0","1988","5390","806","3359","8431","0","2178"
"6537","40549","12876","0","2297","6641","1041","4116","10755","0","2823"
"6538","40547","8600","0","2533","7772","1189","4878","12153","0","3422"
"6539","40546","9362","0","2420","7540","1122","4745","11913","0","3444"
"6540","40541","11059","0","2014","6742","980","4342","12099","0","3305"
"6541","40540","12664","0","1661","6545","992","4250","11535","0","2893"
"6542","40540","11816","0","1450","5999","902","3951","13128","0","3294"
"6543","40540","10989","0","1306","5810","861","3966","14032","0","3576"
"6544","40540","10324","0","1479","7400","1019","4812","12073","0","3433"
"6545","40538","10208","0","1432","7297","979","4722","12359","0","3541"
"6546","40534","14247","0","1146","5905","813","3741","11420","0","3266"
"6547","40533","23365","0","624","3310","437","2089","8337","0","2372"
"6548","40533","31191","0","364","1935","252","1193","4383","0","1215"
"6549","40533","36760","0","173","878","117","537","1631","0","437"
"6550","40532","39376","0","0","0","0","0","910","0","247"
"6551","40531","39375","0","0","0","0","0","910","0","247"
"6552","40531","39805","0","0","0","0","0","564","0","162"
"6553","40527","40527","0","0","0","0","0","0","0","0"
"6554","40524","40527","0","0","0","0","0","0","0","0"
"6555","40521","40524","0","0","0","0","0","0","0","0"
"6556","40521","40521","0","0","0","0","0","0","0","0"
"6557","40521","40521","0","0","0","0","0","0","0","0"
"6558","40518","37181","0","245","212","297","523","734","1202","127"
"6559","40517","25874","0","1123","771","1253","2368","3405","5072","651"
"6560","40517","17131","0","1659","1054","1914","3667","5442","8592","1058"
"6561","40516","11585","2338","1800","1048","2088","3908","6007","10520","1223"
"6562","40515","7479","8076","1477","673","1748","3105","4991","11790","1177"
"6563","40515","7819","9473","1176","524","1435","2447","4625","11863","1153"
"6564","40511","10430","8744","993","436","1184","2094","3585","12180","865"
"6565","40506","12328","8082","809","368","1038","1828","2868","12490","700"
"6566","40505","11938","8385","795","385","1021","1830","2994","12439","719"
"6567","40504","7145","14617","704","363","938","1723","3356","10859","799"
"6568","40503","7061","14747","717","385","955","1759","3300","10779","801"
"6569","40500","7605","14747","771","537","987","1910","3185","9929","832"
"6570","40498","16774","7675","672","491","912","1748","3145","8309","774"
"6571","40496","26880","0","513","420","780","1586","3166","6432","721"
"6572","40495","34599","0","251","214","387","751","1440","2577","276"
"6573","40495","37991","0","98","96","177","316","739","934","144"
"6574","40494","39936","0","0","0","0","0","475","0","83"
"6575","40492","39934","0","0","0","0","0","475","0","83"
"6576","40490","40355","0","0","0","0","0","119","0","16"
"6577","40488","40490","0","0","0","0","0","0","0","0"
"6578","40487","40487","0","0","0","0","0","0","0","0"
"6579","40486","40486","0","0","0","0","0","0","0","0"
"6580","40486","40486","0","0","0","0","0","0","0","0"
"6581","40481","40486","0","0","0","0","0","0","0","0"
"6582","40479","40033","0","27","27","34","88","105","142","25"
"6583","40479","24967","0","1271","843","1140","2534","3656","5361","707"
"6584","40478","23052","0","1420","900","1287","2826","4130","6075","789"
"6585","40476","15125","58","1925","1117","1789","3945","5986","9315","1218"
"6586","40476","6835","7031","1852","822","1597","3455","5639","11917","1328"
"6587","40475","7772","9525","1309","546","1145","2423","4634","11901","1220"
"6588","40475","9726","9078","1083","488","968","2154","3921","12063","994"
"6589","40474","12521","8165","715","348","802","1891","2922","12440","671"
"6590","40469","11630","8966","700","356","804","1888","3154","12252","724"
"6591","40469","7263","14290","743","400","822","1784","3423","10966","778"
"6592","40469","7763","14816","912","530","862","1925","3061","9822","778"
"6593","40468","7856","14816","933","545","864","1960","3034","9684","777"
"6594","40466","8453","13950","840","535","818","1881","3273","9881","837"
"6595","40466","26927","0","577","434","641","1578","3182","6415","712"
"6596","40463","31516","0","404","296","443","1082","2164","4117","444"
"6597","40461","38172","0","107","76","125","294","724","838","127"
"6598","40460","39912","0","0","0","0","0","472","0","77"
"6599","40460","39911","0","0","0","0","0","472","0","77"
"6600","40460","40035","0","0","0","0","0","362","0","63"
"6601","40459","40459","0","0","0","0","0","0","0","0"
"6602","40459","40459","0","0","0","0","0","0","0","0"
"6603","40457","40459","0","0","0","0","0","0","0","0"
"6604","40456","40456","0","0","0","0","0","0","0","0"
"6605","40456","40456","0","0","0","0","0","0","0","0"
"6606","40456","36925","0","310","193","199","574","805","1300","150"
"6607","40454","25725","0","1297","771","925","2452","3429","5139","718"
"6608","40452","20295","0","1704","985","1278","3253","4788","7187","964"
"6609","40451","7638","4980","2159","935","1610","3999","6292","11502","1336"
"6610","40449","7902","8974","1607","642","1157","2899","4738","11360","1170"
"6611","40448","7947","9424","1433","576","1049","2680","4680","11494","1165"
"6612","40447","12246","8231","791","381","737","1891","3040","12438","692"
"6613","40445","12464","8181","762","379","712","1869","2957","12470","653"
"6614","40445","11470","9138","742","395","689","1819","3239","12234","719"
"6615","40445","7917","13448","772","348","650","1764","3619","11075","852"
"6616","40443","7636","14802","868","472","666","1978","3219","9975","827"
"6617","40439","7859","14802","926","537","650","2029","3155","9600","885"
"6618","40437","13736","9900","785","487","603","1870","3313","8880","865"
"6619","40433","26740","0","615","460","580","1689","3156","6418","779"
"6620","40433","36436","0","204","165","241","601","944","1615","227"
"6621","40433","39602","0","13","12","21","37","515","126","107"
"6622","40431","39853","0","0","0","0","0","478","0","100"
"6623","40427","39853","0","0","0","0","0","478","0","100"
"6624","40427","40020","0","0","0","0","0","331","0","76"
"6625","40426","40427","0","0","0","0","0","0","0","0"
"6626","40426","40426","0","0","0","0","0","0","0","0"
"6627","40422","40426","0","0","0","0","0","0","0","0"
"6628","40422","40422","0","0","0","0","0","0","0","0"
"6629","40421","40422","0","0","0","0","0","0","0","0"
"6630","40421","28920","0","1033","639","585","1882","2757","4100","505"
"6631","40416","26161","0","1288","769","755","2333","3488","5000","627"
"6632","40414","17567","0","1935","957","1265","3611","5674","8305","1100"
"6633","40413","9291","3920","2153","980","1352","3893","6451","11061","1312"
"6634","40412","7474","8540","1656","710","973","3093","5177","11571","1218"
"6635","40411","7903","9292","1464","632","845","2817","4829","11479","1151"
"6636","40409","11592","8495","919","417","577","2095","3274","12286","754"
"6637","40408","12255","8300","837","388","566","1968","2987","12420","687"
"6638","40405","10437","10369","802","383","523","1889","3401","11825","779"
"6639","40403","8302","12968","791","348","521","1772","3764","11068","871"
"6640","40396","7543","14848","868","508","530","1967","3230","10055","854"
"6641","40395","7839","14848","889","595","564","2051","3116","9640","853"
"6642","40392","15879","8324","721","505","502","1771","3353","8488","852"
"6643","40392","26885","0","633","419","459","1544","3244","6424","784"
"6644","40391","30473","0","474","308","348","1138","2385","4692","574"
"6645","40391","39559","0","17","12","11","42","488","151","111"
"6646","40391","39849","0","0","0","0","0","445","0","97"
"6647","40389","39849","0","0","0","0","0","445","0","97"
"6648","40389","40041","0","0","0","0","0","288","0","60"
"6649","40386","40389","0","0","0","0","0","0","0","0"
"6650","40383","40386","0","0","0","0","0","0","0","0"
"6651","40383","40383","0","0","0","0","0","0","0","0"
"6652","40383","40383","0","0","0","0","0","0","0","0"
"6653","40383","40383","0","0","0","0","0","0","0","0"
"6654","40382","33548","0","629","393","305","1096","1646","2435","330"
"6655","40380","23883","0","1586","905","788","2710","4020","5705","783"
"6656","40378","16620","0","2122","1054","1130","3700","5799","8772","1181"
"6657","40377","7789","4998","2312","925","1151","3914","6408","11493","1388"
"6658","40376","7664","8933","1732","630","810","2927","4977","11502","1201"
"6659","40376","7741","9522","1577","573","730","2719","4782","11558","1174"
"6660","40370","11173","8580","1017","421","488","2078","3528","12248","837"
"6661","40367","12592","8096","838","386","400","1889","3004","12469","696"
"6662","40366","10248","10457","767","391","407","1794","3626","11855","821"
"6663","40365","7028","14481","847","382","424","1873","3558","10885","887"
"6664","40364","7132","14854","850","447","467","1981","3360","10391","883"
"6665","40363","7521","14854","858","565","456","2031","3307","9841","931"
"6666","40363","10885","12221","820","518","431","1918","3364","9274","932"
"6667","40363","26876","0","660","455","444","1620","3156","6332","820"
"6668","40362","34523","0","308","226","217","785","1365","2590","348"
"6669","40362","39193","0","47","25","28","104","550","292","123"
"6670","40360","39788","0","0","0","0","0","464","0","110"
"6671","40359","39786","0","0","0","0","0","464","0","110"
"6672","40357","40165","0","0","0","0","0","148","0","46"
"6673","40357","40357","0","0","0","0","0","0","0","0"
"6674","40356","40356","0","0","0","0","0","0","0","0"
"6675","40354","40354","0","0","0","0","0","0","0","0"
"6676","40352","40354","0","0","0","0","0","0","0","0"
"6677","40352","40352","0","0","0","0","0","0","0","0"
"6678","40350","35176","0","670","317","253","879","2177","314","564"
"6679","40350","27241","0","1698","763","649","2235","5544","820","1400"
"6680","40348","17510","0","2740","1095","1147","3937","9944","1465","2512"
"6681","40346","7960","0","3606","1424","1653","5532","14281","2161","3729"
"6682","40345","7761","0","3504","1466","1684","5668","14244","2186","3833"
"6683","40344","9188","0","2933","1342","1480","5086","14177","2204","3934"
"6684","40340","12119","0","2337","1218","1346","4855","13129","2035","3301"
"6685","40340","12871","0","2048","1264","1332","4957","12832","1995","3041"
"6686","40339","10521","0","1693","1117","1159","4231","15503","2296","3819"
"6687","40339","10302","0","1701","1193","1262","4509","15301","2168","3903"
"6688","40338","10280","0","1980","1714","1465","5527","13648","1929","3795"
"6689","40336","9929","0","1856","1627","1389","5250","14313","2022","3950"
"6690","40335","16592","0","1302","1085","946","3684","11609","1921","3196"
"6691","40330","22114","0","792","628","617","2418","9373","1832","2561"
"6692","40329","24898","0","665","524","513","2045","7954","1566","2164"
"6693","40328","36432","0","238","177","181","669","1929","195","508"
"6694","40324","38997","0","0","0","0","0","1057","0","274"
"6695","40324","38993","0","0","0","0","0","1057","0","274"
"6696","40321","39131","0","0","0","0","0","950","0","243"
"6697","40318","40318","0","0","0","0","0","0","0","0"
"6698","40315","40315","0","0","0","0","0","0","0","0"
"6699","40313","40313","0","0","0","0","0","0","0","0"
"6700","40311","40311","0","0","0","0","0","0","0","0"
"6701","40310","40311","0","0","0","0","0","0","0","0"
"6702","40310","28931","0","1000","2922","369","1763","4273","0","1052"
"6703","40310","23824","0","1474","4127","564","2586","6196","0","1539"
"6704","40306","19875","0","1764","4923","728","3168","7870","0","1982"
"6705","40305","13861","0","2229","6097","992","4023","10425","0","2679"
"6706","40305","7341","0","2760","7533","1251","4945","13031","0","3444"
"6707","40303","9395","0","2418","7165","1185","4737","11976","0","3429"
"6708","40303","10544","0","2084","6610","1059","4362","12200","0","3444"
"6709","40303","12753","0","1632","6501","927","4256","11399","0","2835"
"6710","40301","12442","0","1622","6502","926","4263","11671","0","2877"
"6711","40298","10822","0","1438","6391","956","4100","13157","0","3434"
"6712","40296","10382","0","1537","7553","1055","4615","11771","0","3383"
"6713","40295","10398","0","1495","7421","1037","4486","12013","0","3446"
"6714","40291","11079","0","1361","6838","916","4119","12441","0","3541"
"6715","40291","23113","0","650","3380","427","2132","8251","0","2338"
"6716","40289","25220","0","563","2846","380","1841","7360","0","2081"
"6717","40287","35697","0","208","1164","143","729","1857","0","491"
"6718","40287","39108","0","0","0","0","0","934","0","245"
"6719","40283","39104","0","0","0","0","0","934","0","245"
"6720","40282","40197","0","0","0","0","0","68","0","17"
"6721","40279","40282","0","0","0","0","0","0","0","0"
"6722","40278","40279","0","0","0","0","0","0","0","0"
"6723","40274","40278","0","0","0","0","0","0","0","0"
"6724","40274","40274","0","0","0","0","0","0","0","0"
"6725","40272","40272","0","0","0","0","0","0","0","0"
"6726","40270","38835","0","115","88","117","218","305","515","79"
"6727","40270","27014","0","992","767","1101","2123","3015","4656","602"
"6728","40268","21961","0","1380","980","1579","2883","4225","6434","828"
"6729","40266","12751","1546","1839","1113","2120","3705","5992","9996","1206"
"6730","40265","7496","8476","1422","657","1691","2968","4791","11585","1179"
"6731","40262","7890","9233","1285","561","1517","2656","4466","11522","1135"
"6732","40261","9009","9074","1067","469","1319","2272","4093","11947","1012"
"6733","40259","12324","8034","779","349","1037","1809","2877","12429","621"
"6734","40258","10298","10248","710","343","970","1701","3413","11827","748"
"6735","40258","7058","14526","723","358","990","1812","3241","10767","783"
"6736","40256","7799","14574","765","510","1039","1962","3062","9740","805"
"6737","40254","7680","14574","722","532","1000","1925","3205","9753","865"
"6738","40253","20266","4846","575","480","850","1767","3181","7507","782"
"6739","40252","26648","0","477","484","776","1635","3073","6411","748"
"6740","40248","30257","0","345","348","579","1206","2299","4677","541"
"6741","40247","38367","0","63","72","107","231","615","664","129"
"6742","40247","39721","0","0","0","0","0","431","0","95"
"6743","40247","39721","0","0","0","0","0","431","0","95"
"6744","40244","40066","0","0","0","0","0","141","0","40"
"6745","40244","40244","0","0","0","0","0","0","0","0"
"6746","40243","40244","0","0","0","0","0","0","0","0"
"6747","40239","40243","0","0","0","0","0","0","0","0"
"6748","40238","40238","0","0","0","0","0","0","0","0"
"6749","40233","40238","0","0","0","0","0","0","0","0"
"6750","40233","32164","0","632","446","564","1272","1912","2885","358"
"6751","40229","24076","0","1323","834","1195","2561","3851","5681","708"
"6752","40227","18069","0","1751","1032","1562","3374","5282","8137","1022"
"6753","40227","7121","5206","2036","976","1801","3771","6262","11705","1349"
"6754","40226","6798","7404","1808","785","1553","3312","5510","11781","1275"
"6755","40225","7692","9443","1347","577","1147","2522","4674","11650","1173"
"6756","40225","7971","9473","1243","527","1071","2394","4591","11808","1147"
"6757","40224","12378","8075","776","378","809","1861","2941","12295","711"
"6758","40224","11340","9168","733","365","805","1810","3210","12037","756"
"6759","40224","8348","12732","664","333","739","1688","3787","11075","858"
"6760","40222","7652","14668","734","442","799","1906","3227","10017","777"
"6761","40222","7484","14668","730","506","774","1860","3370","9965","865"
"6762","40221","11380","11589","714","509","739","1833","3337","9266","855"
"6763","40220","26715","0","542","433","652","1594","3151","6371","763"
"6764","40220","28055","0","486","382","592","1437","2838","5746","684"
"6765","40218","38775","0","43","48","63","155","567","445","124"
"6766","40217","39696","0","0","0","0","0","433","0","89"
"6767","40216","39694","0","0","0","0","0","433","0","89"
"6768","40216","39947","0","0","0","0","0","223","0","46"
"6769","40214","40216","0","0","0","0","0","0","0","0"
"6770","40210","40214","0","0","0","0","0","0","0","0"
"6771","40207","40210","0","0","0","0","0","0","0","0"
"6772","40206","40207","0","0","0","0","0","0","0","0"
"6773","40200","40206","0","0","0","0","0","0","0","0"
"6774","40199","37887","0","195","139","155","358","524","834","108"
"6775","40198","26478","0","1203","698","883","2224","3200","4883","629"
"6776","40194","15992","0","2015","1027","1553","3764","5744","8913","1186"
"6777","40194","13868","894","2078","1045","1574","3883","5934","9659","1259"
"6778","40191","7438","8333","1714","702","1233","3016","4995","11520","1240"
"6779","40187","7763","9493","1401","560","1003","2473","4677","11619","1202"
"6780","40185","7948","9542","1335","540","954","2373","4593","11719","1183"
"6781","40184","12500","8137","820","381","661","1778","2896","12330","682"
"6782","40183","9914","10777","728","361","649","1745","3605","11614","790"
"6783","40182","8082","13019","709","349","630","1745","3800","11002","846"
"6784","40179","7404","14732","821","469","647","2045","3258","9995","811"
"6785","40179","7665","14732","808","535","659","2043","3168","9719","850"
"6786","40175","17088","7194","720","475","612","1748","3242","8268","828"
"6787","40174","26793","0","589","435","564","1536","3159","6354","745"
"6788","40172","29851","0","470","332","441","1216","2430","4847","587"
"6789","40171","36624","0","228","157","194","509","846","1434","180"
"6790","40164","39642","0","0","0","0","0","426","0","96"
"6791","40164","39642","0","0","0","0","0","426","0","96"
"6792","40164","40071","0","0","0","0","0","83","0","10"
"6793","40162","40164","0","0","0","0","0","0","0","0"
"6794","40162","40162","0","0","0","0","0","0","0","0"
"6795","40162","40162","0","0","0","0","0","0","0","0"
"6796","40161","40161","0","0","0","0","0","0","0","0"
"6797","40161","40161","0","0","0","0","0","0","0","0"
"6798","40161","30337","0","928","528","537","1613","2310","3491","417"
"6799","40156","27355","0","1214","705","696","2098","3008","4528","557"
"6800","40153","17789","0","1988","958","1184","3595","5357","8236","1049"
"6801","40152","6240","5820","2233","934","1286","3976","6319","11967","1377"
"6802","40152","7768","8986","1616","618","895","2958","4714","11441","1156"
"6803","40148","7603","9443","1429","559","788","2706","4797","11635","1188"
"6804","40148","7566","9504","1392","559","771","2648","4840","11679","1189"
"6805","40148","12392","8125","847","389","549","1956","2951","12296","643"
"6806","40146","8643","12228","743","349","441","1740","3937","11250","815"
"6807","40146","7001","14629","797","395","454","1882","3441","10774","773"
"6808","40144","7765","14677","871","529","530","2020","3226","9671","855"
"6809","40142","7743","14677","861","546","525","1984","3294","9641","873"
"6810","40142","24483","1497","634","475","481","1711","3258","6805","798"
"6811","40142","26547","0","617","452","460","1632","3205","6436","793"
"6812","40142","32987","0","343","259","259","919","1688","3261","426"
"6813","40141","37754","0","128","92","76","310","705","937","139"
"6814","40140","39619","0","0","0","0","0","445","0","76"
"6815","40133","39612","0","0","0","0","0","445","0","76"
"6816","40131","40131","0","0","0","0","0","0","0","0"
"6817","40129","40131","0","0","0","0","0","0","0","0"
"6818","40127","40129","0","0","0","0","0","0","0","0"
"6819","40126","40126","0","0","0","0","0","0","0","0"
"6820","40122","40126","0","0","0","0","0","0","0","0"
"6821","40121","40121","0","0","0","0","0","0","0","0"
"6822","40118","35658","0","444","274","177","689","1074","1564","241"
"6823","40118","26497","0","1326","826","589","2173","3255","4773","679"
"6824","40116","17034","0","2045","1068","1093","3689","5577","8475","1135"
"6825","40113","14085","739","2201","1084","1208","3938","6072","9520","1269"
"6826","40113","6123","6277","2212","888","1185","3859","6188","11958","1423"
"6827","40112","7702","9425","1496","558","777","2743","4632","11555","1224"
"6828","40107","12393","8142","880","349","502","1900","3010","12265","666"
"6829","40104","12275","8114","884","380","485","1896","3065","12333","672"
"6830","40101","11821","8630","873","378","476","1851","3201","12161","710"
"6831","40099","7426","14055","789","405","452","1791","3566","10815","802"
"6832","40097","7048","14802","827","421","453","1860","3353","10548","787"
"6833","40095","7647","14802","896","560","472","2029","3196","9682","811"
"6834","40094","14914","8876","766","528","449","1797","3387","8556","821"
"6835","40093","26639","0","659","447","435","1600","3249","6317","748"
"6836","40093","27493","0","610","408","407","1476","3054","5949","696"
"6837","40091","38385","0","81","39","54","200","618","577","137"
"6838","40091","39547","0","0","0","0","0","443","0","101"
"6839","40091","39547","0","0","0","0","0","443","0","101"
"6840","40090","39991","0","0","0","0","0","80","0","19"
"6841","40087","40090","0","0","0","0","0","0","0","0"
"6842","40085","40087","0","0","0","0","0","0","0","0"
"6843","40084","40085","0","0","0","0","0","0","0","0"
