"Step","Susciptable","Exposed","LatentTB","LatentExposed","InfectedTB","Recovered","Dead"
"7246","13193","216","19489","12662","6408","179","10518"
"7247","13192","216","19486","12663","6410","179","10519"
"7248","13191","216","19481","12655","6415","179","10520"
"7249","13190","217","19480","12652","6415","179","10520"
"7250","13190","216","19479","12650","6417","179","10523"
"7251","13188","216","19476","12645","6419","179","10526"
"7252","13187","215","19475","12634","6419","179","10526"
"7253","13187","215","19473","12630","6420","179","10527"
"7254","13187","215","19473","12626","6420","179","10531"
"7255","13187","215","19472","12618","6417","179","10533"
"7256","13187","215","19470","12627","6416","180","10536"
"7257","13186","214","19467","12621","6414","184","10536"
"7258","13186","214","19466","12626","6413","185","10537"
"7259","13186","214","19465","12626","6414","185","10538"
"7260","13183","216","19459","12628","6418","184","10541"
"7261","13182","216","19459","12637","6419","184","10541"
"7262","13183","216","19457","12642","6419","183","10543"
"7263","13183","216","19457","12644","6419","183","10545"
"7264","13183","215","19457","12653","6418","183","10545"
"7265","13183","216","19455","12657","6420","182","10545"
"7266","13183","216","19455","12659","6419","183","10549"
"7267","13181","216","19454","12660","6417","183","10550"
"7268","13181","216","19452","12660","6414","185","10553"
"7269","13183","216","19450","12659","6416","183","10554"
"7270","13183","216","19449","12654","6416","183","10556"
"7271","13182","216","19448","12652","6416","183","10558"
"7272","13182","215","19447","12646","6416","183","10559"
"7273","13182","215","19446","12646","6416","183","10560"
"7274","13183","215","19440","12638","6420","182","10561"
"7275","13184","215","19440","12641","6420","181","10562"
"7276","13184","216","19439","12638","6420","180","10563"
"7277","13184","216","19438","12635","6420","180","10564"
"7278","13183","217","19434","12627","6420","179","10568"
"7279","13183","217","19434","12623","6419","180","10569"
"7280","13182","217","19433","12617","6419","181","10570"
"7281","13182","216","19433","12619","6419","181","10570"
"7282","13182","216","19431","12622","6419","181","10572"
"7283","13181","217","19431","12634","6419","181","10575"
"7284","13181","217","19431","12633","6418","179","10575"
"7285","13181","217","19430","12634","6418","180","10575"
"7286","13181","217","19428","12642","6417","180","10578"
"7287","13181","217","19428","12643","6417","180","10578"
"7288","13181","217","19425","12651","6418","180","10580"
"7289","13181","216","19426","12647","6418","180","10582"
"7290","13181","216","19422","12645","6420","180","10582"
"7291","13182","216","19421","12638","6416","182","10584"
"7292","13182","216","19420","12633","6417","182","10586"
"7293","13182","215","19418","12626","6416","182","10588"
"7294","13181","216","19416","12627","6414","182","10592"
"7295","13181","216","19414","12622","6416","182","10593"
"7296","13180","216","19413","12617","6417","182","10594"
"7297","13180","216","19409","12608","6417","182","10597"
"7298","13180","216","19409","12603","6417","182","10602"
"7299","13179","216","19406","12603","6416","182","10604"
"7300","13178","215","19404","12599","6418","182","10604"
"7301","13178","215","19403","12597","6417","182","10606"
"7302","13178","215","19401","12593","6419","182","10607"
"7303","13179","215","19399","12582","6420","181","10609"
"7304","13181","215","19395","12583","6421","180","10616"
"7305","13181","216","19392","12584","6416","180","10616"
"7306","13182","216","19392","12584","6413","181","10617"
"7307","13181","216","19391","12591","6412","182","10619"
"7308","13183","216","19389","12590","6413","180","10620"
"7309","13184","216","19387","12592","6412","180","10622"
"7310","13184","216","19387","12593","6412","180","10623"
"7311","13184","216","19385","12594","6413","180","10623"
"7312","13184","216","19385","12591","6413","180","10623"
"7313","13184","216","19383","12600","6413","181","10624"
"7314","13184","216","19382","12600","6414","181","10624"
"7315","13184","215","19382","12597","6415","181","10624"
"7316","13183","216","19381","12593","6416","181","10625"
"7317","13183","216","19378","12593","6418","181","10625"
"7318","13182","216","19377","12593","6419","181","10626"
"7319","13182","216","19373","12581","6423","181","10630"
"7320","13180","217","19371","12581","6421","181","10631"
"7321","13181","217","19371","12577","6421","180","10633"
"7322","13181","216","19371","12577","6420","179","10634"
"7323","13181","216","19371","12576","6420","179","10636"
"7324","13181","215","19369","12567","6421","179","10639"
"7325","13180","215","19366","12558","6422","178","10640"
"7326","13181","215","19366","12555","6422","177","10641"
"7327","13180","216","19366","12545","6421","177","10642"
"7328","13179","217","19366","12548","6419","178","10645"
"7329","13179","218","19360","12549","6421","178","10645"
"7330","13179","218","19360","12555","6421","178","10647"
"7331","13178","217","19359","12561","6421","178","10648"
"7332","13178","217","19359","12562","6421","178","10652"
"7333","13176","217","19359","12554","6420","177","10652"
"7334","13176","217","19358","12555","6421","177","10653"
"7335","13176","217","19357","12557","6421","177","10653"
"7336","13172","219","19352","12560","6424","178","10656"
"7337","13170","219","19349","12563","6421","182","10660"
"7338","13170","219","19349","12559","6421","182","10661"
"7339","13170","219","19349","12554","6420","182","10661"
"7340","13169","221","19345","12554","6421","179","10666"
"7341","13170","221","19343","12553","6422","177","10668"
"7342","13168","221","19342","12552","6421","177","10672"
"7343","13167","223","19341","12547","6422","176","10673"
"7344","13166","224","19338","12539","6423","176","10674"
"7345","13166","223","19339","12540","6423","176","10674"
"7346","13164","225","19338","12537","6424","176","10674"
"7347","13164","225","19338","12540","6424","176","10677"
"7348","13164","225","19336","12531","6423","176","10678"
"7349","13163","226","19335","12525","6423","176","10679"
"7350","13163","226","19334","12521","6423","176","10680"
"7351","13163","226","19331","12519","6425","176","10682"
"7352","13162","226","19329","12514","6425","177","10682"
"7353","13162","226","19328","12517","6421","179","10685"
"7354","13162","225","19328","12516","6422","179","10685"
"7355","13161","225","19328","12512","6419","182","10686"
"7356","13161","225","19328","12516","6419","182","10687"
"7357","13162","225","19327","12514","6416","184","10687"
"7358","13162","225","19327","12517","6415","185","10687"
"7359","13161","225","19327","12519","6415","186","10688"
"7360","13162","225","19327","12528","6410","188","10689"
"7361","13162","225","19327","12528","6410","188","10692"
"7362","13161","225","19322","12520","6411","190","10692"
"7363","13161","225","19322","12523","6411","190","10695"
"7364","13160","225","19322","12526","6409","190","10696"
"7365","13160","225","19320","12521","6409","189","10698"
"7366","13158","225","19318","12519","6410","189","10701"
"7367","13159","223","19320","12524","6409","188","10702"
"7368","13160","223","19318","12518","6408","186","10706"
"7369","13160","223","19317","12516","6409","186","10706"
"7370","13162","223","19315","12505","6410","184","10707"
"7371","13164","223","19314","12506","6410","182","10708"
"7372","13164","223","19313","12501","6411","182","10710"
"7373","13163","223","19311","12496","6412","182","10710"
"7374","13163","223","19309","12492","6412","182","10712"
"7375","13163","223","19308","12492","6412","181","10714"
"7376","13163","223","19308","12497","6409","182","10716"
"7377","13163","223","19307","12497","6410","182","10720"
"7378","13162","223","19303","12497","6408","185","10721"
"7379","13162","223","19301","12496","6405","189","10723"
"7380","13162","222","19301","12494","6404","189","10724"
"7381","13159","225","19299","12492","6402","192","10724"
"7382","13159","223","19298","12484","6403","194","10724"
"7383","13159","223","19297","12484","6404","194","10728"
"7384","13158","224","19292","12472","6405","193","10729"
"7385","13158","224","19290","12466","6404","196","10733"
"7386","13158","224","19287","12467","6401","198","10736"
"7387","13157","224","19285","12466","6399","199","10737"
"7388","13158","224","19283","12463","6398","200","10738"
"7389","13158","224","19282","12460","6399","200","10741"
"7390","13155","225","19278","12446","6398","200","10745"
"7391","13155","225","19278","12445","6398","200","10745"
"7392","13156","225","19278","12446","6398","199","10745"
"7393","13158","225","19277","12446","6399","197","10745"
"7394","13158","225","19276","12441","6398","197","10747"
"7395","13157","227","19275","12441","6399","196","10748"
"7396","13156","228","19274","12437","6399","196","10748"
"7397","13158","228","19273","12435","6400","194","10749"
"7398","13159","228","19271","12430","6401","192","10750"
"7399","13161","228","19271","12429","6401","190","10752"
"7400","13160","228","19269","12423","6400","191","10753"
"7401","13160","228","19269","12424","6400","191","10754"
"7402","13157","231","19267","12424","6396","194","10756"
"7403","13157","231","19266","12434","6394","194","10759"
"7404","13157","231","19264","12442","6394","196","10759"
"7405","13156","232","19263","12446","6395","196","10760"
"7406","13156","232","19262","12458","6395","196","10761"
"7407","13155","234","19262","12464","6394","195","10761"
"7408","13156","234","19260","12486","6395","195","10761"
"7409","13158","234","19259","12496","6396","193","10761"
"7410","13158","234","19258","12500","6395","194","10762"
"7411","13158","234","19256","12493","6395","194","10764"
"7412","13158","234","19254","12492","6396","195","10764"
"7413","13157","235","19254","12490","6396","195","10767"
"7414","13157","236","19252","12485","6396","193","10767"
"7415","13158","236","19251","12487","6396","192","10768"
"7416","13156","239","19247","12485","6398","191","10770"
"7417","13156","238","19247","12481","6399","191","10771"
"7418","13155","238","19245","12473","6401","191","10771"
"7419","13157","238","19242","12464","6403","189","10772"
"7420","13157","238","19242","12462","6403","189","10773"
"7421","13155","239","19242","12461","6403","189","10774"
"7422","13156","239","19241","12455","6403","188","10774"
"7423","13156","239","19237","12455","6406","189","10774"
"7424","13156","239","19236","12453","6406","189","10775"
"7425","13154","241","19234","12445","6408","189","10780"
"7426","13150","244","19232","12450","6405","190","10780"
"7427","13150","244","19232","12449","6405","190","10780"
"7428","13150","243","19233","12459","6405","190","10784"
"7429","13149","243","19233","12459","6402","190","10784"
"7430","13150","243","19231","12466","6402","190","10785"
"7431","13149","244","19226","12460","6407","190","10788"
"7432","13148","244","19224","12464","6407","190","10790"
"7433","13147","245","19221","12468","6408","190","10791"
"7434","13146","246","19220","12465","6407","191","10795"
"7435","13144","246","19218","12458","6406","192","10796"
"7436","13144","246","19218","12450","6404","193","10798"
"7437","13143","247","19216","12444","6404","193","10798"
"7438","13144","247","19216","12438","6404","192","10799"
"7439","13144","247","19215","12443","6405","191","10802"
"7440","13146","247","19214","12445","6403","189","10802"
"7441","13145","247","19209","12438","6404","189","10807"
"7442","13145","247","19208","12436","6403","189","10809"
"7443","13145","246","19208","12436","6404","189","10811"
"7444","13146","245","19206","12431","6405","188","10813"
"7445","13146","245","19204","12431","6405","188","10814"
"7446","13146","245","19199","12421","6410","187","10814"
"7447","13145","245","19195","12410","6411","188","10817"
"7448","13145","245","19194","12405","6412","188","10818"
"7449","13145","245","19192","12403","6412","189","10819"
"7450","13145","245","19190","12402","6414","188","10820"
"7451","13144","245","19187","12405","6417","188","10822"
"7452","13144","245","19186","12402","6417","187","10823"
"7453","13143","245","19183","12401","6417","187","10826"
"7454","13144","245","19182","12397","6418","186","10826"
"7455","13143","246","19181","12398","6419","186","10826"
"7456","13144","246","19180","12412","6416","186","10829"
"7457","13145","246","19180","12412","6416","185","10832"
"7458","13142","248","19179","12411","6415","185","10832"
"7459","13142","248","19178","12407","6416","185","10837"
"7460","13139","247","19176","12404","6412","185","10842"
"7461","13139","247","19176","12404","6412","185","10844"
"7462","13139","247","19176","12402","6410","185","10846"
"7463","13140","247","19171","12393","6412","183","10848"
"7464","13140","247","19170","12395","6412","183","10849"
"7465","13140","247","19167","12385","6411","181","10855"
"7466","13140","247","19167","12385","6411","181","10855"
"7467","13140","246","19167","12385","6412","181","10855"
"7468","13140","246","19166","12386","6413","181","10858"
"7469","13140","246","19163","12374","6414","180","10861"
"7470","13141","246","19162","12371","6412","179","10863"
"7471","13141","246","19161","12372","6409","181","10863"
"7472","13140","247","19160","12370","6409","182","10867"
"7473","13139","246","19156","12367","6409","184","10867"
"7474","13140","246","19156","12367","6409","183","10867"
"7475","13139","247","19156","12374","6409","183","10867"
"7476","13138","249","19156","12382","6408","183","10868"
"7477","13138","249","19156","12386","6407","183","10868"
"7478","13137","250","19154","12396","6408","184","10868"
"7479","13138","250","19152","12391","6410","183","10870"
"7480","13137","250","19151","12396","6410","183","10870"
"7481","13135","252","19150","12397","6410","184","10871"
"7482","13136","251","19148","12395","6411","183","10872"
"7483","13136","251","19148","12391","6410","183","10873"
"7484","13136","251","19147","12387","6410","183","10874"
"7485","13136","251","19146","12386","6408","184","10876"
"7486","13137","251","19146","12384","6408","183","10878"
"7487","13137","251","19142","12378","6410","183","10880"
"7488","13135","253","19142","12376","6408","182","10881"
"7489","13134","253","19142","12370","6408","182","10882"
"7490","13134","253","19142","12372","6408","182","10883"
"7491","13133","253","19141","12366","6409","182","10884"
"7492","13132","252","19142","12365","6409","182","10885"
"7493","13133","252","19142","12363","6408","181","10887"
"7494","13131","252","19137","12353","6413","181","10887"
"7495","13131","252","19134","12352","6412","181","10891"
"7496","13131","252","19134","12356","6412","181","10891"
"7497","13131","252","19133","12353","6413","181","10893"
"7498","13131","252","19131","12349","6412","182","10896"
"7499","13128","252","19129","12350","6413","183","10898"
"7500","13128","252","19127","12352","6412","184","10898"
"7501","13128","252","19126","12352","6412","184","10899"
"7502","13127","254","19123","12352","6414","183","10900"
"7503","13126","255","19120","12358","6417","183","10904"
"7504","13125","254","19119","12358","6417","182","10905"
"7505","13124","253","19116","12371","6414","185","10909"
"7506","13123","253","19114","12363","6413","185","10913"
"7507","13123","253","19112","12362","6412","185","10916"
"7508","13123","253","19111","12354","6413","185","10916"
"7509","13123","253","19111","12352","6413","185","10916"
"7510","13121","253","19111","12349","6413","185","10918"
"7511","13120","254","19108","12342","6415","185","10919"
"7512","13120","254","19107","12337","6414","185","10921"
"7513","13120","254","19106","12336","6415","185","10921"
"7514","13120","253","19106","12340","6416","185","10923"
"7515","13120","253","19104","12336","6417","184","10925"
"7516","13119","253","19104","12332","6417","183","10925"
"7517","13119","253","19103","12327","6418","183","10926"
"7518","13119","252","19103","12318","6418","183","10928"
"7519","13120","252","19099","12318","6421","181","10929"
"7520","13121","252","19094","12313","6423","181","10930"
"7521","13121","252","19094","12313","6423","181","10934"
"7522","13118","252","19089","12309","6423","183","10936"
"7523","13117","252","19088","12312","6424","183","10937"
"7524","13117","252","19088","12313","6423","184","10937"
"7525","13116","251","19085","12314","6423","186","10940"
"7526","13116","251","19085","12320","6421","187","10941"
"7527","13116","251","19084","12317","6422","187","10945"
"7528","13117","251","19082","12313","6418","187","10946"
"7529","13116","252","19081","12311","6416","190","10948"
"7530","13116","251","19081","12311","6415","190","10949"
"7531","13115","251","19080","12302","6416","190","10951"
"7532","13115","251","19078","12302","6415","191","10951"
"7533","13115","251","19077","12297","6416","191","10953"
"7534","13115","251","19074","12293","6416","191","10954"
"7535","13115","251","19070","12296","6420","191","10954"
"7536","13113","251","19066","12291","6423","191","10957"
"7537","13112","252","19065","12290","6424","191","10958"
"7538","13112","252","19063","12288","6425","191","10959"
"7539","13112","252","19060","12282","6427","191","10959"
"7540","13112","252","19059","12276","6429","190","10959"
"7541","13113","250","19061","12278","6429","189","10959"
"7542","13114","250","19059","12279","6431","188","10963"
"7543","13112","250","19057","12280","6431","188","10964"
"7544","13112","250","19056","12282","6430","189","10964"
"7545","13112","249","19057","12272","6429","190","10967"
"7546","13114","249","19052","12265","6429","190","10967"
"7547","13113","250","19051","12272","6427","193","10969"
"7548","13113","250","19049","12271","6424","196","10972"
"7549","13112","249","19044","12259","6428","196","10973"
"7550","13110","250","19043","12267","6427","197","10974"
"7551","13109","250","19039","12267","6429","198","10976"
"7552","13109","251","19034","12259","6432","198","10977"
"7553","13110","251","19033","12264","6433","197","10978"
"7554","13109","252","19033","12263","6431","196","10980"
"7555","13108","253","19027","12261","6433","196","10984"
"7556","13110","253","19027","12257","6432","194","10985"
"7557","13110","253","19027","12253","6431","194","10986"
"7558","13111","253","19027","12250","6429","193","10988"
"7559","13111","253","19027","12248","6429","193","10989"
"7560","13110","254","19024","12246","6431","193","10992"
"7561","13110","254","19020","12233","6429","192","10996"
"7562","13110","254","19020","12234","6429","192","10996"
"7563","13110","254","19018","12228","6430","192","10997"
"7564","13109","254","19015","12219","6432","192","10999"
"7565","13109","255","19015","12215","6432","191","11004"
"7566","13108","254","19013","12209","6431","191","11004"
"7567","13108","254","19011","12209","6432","192","11008"
"7568","13108","254","19008","12205","6429","193","11009"
"7569","13107","255","19008","12209","6428","194","11012"
"7570","13106","255","19007","12210","6426","194","11013"
"7571","13106","255","19006","12224","6426","194","11014"
"7572","13105","255","19006","12231","6425","195","11015"
"7573","13106","253","19008","12246","6423","196","11015"
"7574","13105","253","19008","12253","6421","198","11016"
"7575","13104","254","19005","12255","6424","198","11018"
"7576","13104","254","18999","12260","6426","197","11021"
"7577","13104","254","18999","12264","6425","198","11021"
"7578","13104","252","19000","12262","6424","197","11024"
"7579","13104","252","18999","12262","6425","197","11025"
"7580","13102","254","18999","12262","6423","198","11026"
"7581","13100","253","18996","12256","6422","199","11031"
"7582","13101","253","18996","12252","6422","198","11033"
"7583","13099","253","18993","12243","6424","198","11034"
"7584","13099","253","18991","12239","6424","198","11036"
"7585","13099","253","18990","12228","6425","198","11039"
"7586","13098","253","18987","12220","6424","198","11041"
"7587","13098","253","18985","12215","6425","197","11043"
"7588","13097","253","18985","12217","6424","197","11045"
"7589","13097","253","18985","12214","6424","197","11046"
"7590","13097","253","18982","12204","6426","197","11048"
"7591","13097","253","18977","12202","6428","197","11049"
"7592","13097","252","18976","12203","6428","198","11050"
"7593","13097","252","18973","12205","6430","199","11052"
"7594","13098","252","18972","12212","6429","198","11053"
"7595","13099","252","18971","12224","6429","197","11054"
"7596","13100","252","18970","12229","6427","198","11056"
"7597","13099","253","18968","12222","6426","199","11056"
"7598","13099","253","18965","12229","6429","199","11059"
"7599","13099","254","18963","12235","6427","199","11059"
"7600","13099","254","18962","12236","6428","199","11063"
"7601","13097","256","18960","12244","6422","199","11067"
"7602","13097","256","18960","12250","6421","200","11068"
"7603","13097","256","18960","12249","6420","200","11068"
"7604","13097","257","18959","12250","6421","199","11071"
"7605","13096","257","18955","12241","6422","200","11071"
"7606","13097","257","18954","12238","6419","199","11075"
"7607","13096","257","18951","12232","6420","199","11078"
"7608","13096","256","18951","12232","6421","199","11080"
"7609","13096","256","18948","12223","6422","199","11080"
"7610","13096","257","18947","12221","6422","198","11081"
"7611","13097","257","18947","12228","6422","197","11081"
"7612","13097","255","18947","12220","6424","197","11083"
"7613","13097","255","18945","12211","6424","197","11083"
"7614","13099","255","18944","12211","6425","195","11083"
"7615","13099","255","18944","12208","6425","195","11083"
"7616","13099","255","18944","12206","6424","194","11085"
"7617","13098","256","18942","12204","6423","195","11087"
"7618","13096","255","18939","12213","6425","195","11091"
"7619","13094","256","18938","12218","6424","196","11093"
"7620","13095","256","18936","12216","6425","196","11093"
"7621","13096","256","18933","12224","6424","195","11097"
"7622","13096","256","18932","12231","6425","195","11099"
"7623","13096","256","18929","12231","6427","194","11099"
"7624","13095","258","18929","12241","6427","193","11099"
"7625","13095","258","18928","12241","6428","193","11099"
"7626","13097","258","18927","12241","6428","192","11099"
"7627","13095","258","18927","12240","6425","193","11103"
"7628","13095","258","18927","12240","6425","193","11103"
"7629","13094","257","18927","12241","6424","193","11106"
"7630","13094","257","18927","12236","6424","193","11107"
"7631","13094","257","18922","12234","6427","193","11108"
"7632","13093","259","18922","12234","6427","192","11108"
"7633","13092","260","18920","12231","6428","192","11109"
"7634","13091","260","18920","12223","6429","192","11109"
"7635","13090","260","18919","12217","6429","192","11111"
"7636","13091","259","18919","12214","6429","191","11112"
"7637","13091","259","18919","12209","6427","191","11114"
"7638","13090","259","18919","12206","6426","191","11116"
"7639","13089","261","18919","12206","6426","190","11116"
"7640","13090","261","18917","12206","6426","191","11120"
"7641","13089","260","18917","12209","6420","194","11121"
"7642","13090","260","18917","12213","6419","193","11122"
"7643","13089","261","18917","12225","6417","195","11122"
"7644","13090","261","18915","12228","6418","194","11123"
"7645","13090","260","18914","12223","6420","194","11123"
"7646","13088","261","18912","12228","6420","197","11123"
"7647","13087","262","18912","12237","6419","198","11125"
"7648","13086","262","18911","12242","6419","198","11128"
"7649","13084","262","18909","12254","6419","199","11128"
"7650","13084","262","18909","12250","6419","199","11128"
"7651","13084","262","18906","12240","6422","199","11128"
"7652","13084","262","18904","12240","6424","199","11129"
"7653","13083","262","18900","12229","6426","199","11131"
"7654","13083","262","18900","12230","6426","199","11134"
"7655","13083","262","18892","12222","6430","199","11135"
"7656","13083","262","18892","12220","6430","199","11138"
"7657","13081","262","18892","12216","6429","199","11141"
"7658","13080","262","18889","12208","6430","199","11141"
"7659","13079","262","18887","12206","6429","199","11145"
"7660","13082","262","18886","12206","6430","196","11145"
"7661","13081","263","18886","12205","6430","196","11146"
"7662","13080","264","18886","12199","6429","196","11146"
"7663","13081","264","18881","12188","6434","195","11148"
"7664","13080","264","18880","12188","6434","195","11150"
"7665","13079","265","18877","12184","6435","195","11152"
"7666","13079","265","18875","12200","6434","196","11152"
"7667","13079","265","18875","12201","6434","196","11158"
"7668","13075","266","18871","12200","6432","199","11159"
"7669","13075","266","18871","12194","6431","199","11161"
"7670","13073","266","18868","12200","6431","199","11164"
"7671","13073","266","18867","12197","6430","199","11166"
"7672","13072","266","18865","12205","6428","200","11170"
"7673","13071","266","18864","12212","6429","200","11171"
"7674","13073","266","18864","12212","6429","198","11171"
"7675","13073","266","18863","12206","6430","198","11174"
"7676","13072","266","18863","12209","6427","198","11175"
"7677","13073","266","18862","12204","6428","197","11175"
"7678","13071","267","18861","12195","6428","197","11177"
"7679","13070","268","18859","12191","6430","197","11177"
"7680","13068","269","18858","12188","6431","197","11178"
"7681","13068","269","18858","12188","6431","197","11180"
"7682","13068","269","18857","12188","6431","196","11183"
"7683","13067","269","18856","12183","6430","196","11185"
"7684","13066","269","18853","12172","6432","196","11186"
"7685","13067","269","18848","12171","6434","195","11188"
"7686","13067","269","18845","12164","6437","195","11188"
"7687","13067","269","18844","12166","6434","197","11190"
"7688","13067","269","18844","12165","6434","197","11191"
"7689","13068","269","18843","12156","6431","198","11192"
"7690","13069","269","18843","12156","6431","197","11193"
"7691","13068","268","18844","12156","6429","199","11194"
"7692","13066","269","18842","12151","6430","199","11195"
"7693","13066","269","18841","12155","6428","202","11197"
"7694","13066","268","18841","12161","6424","203","11199"
"7695","13066","268","18836","12162","6425","203","11203"
"7696","13066","268","18836","12162","6425","203","11204"
"7697","13064","270","18835","12150","6419","208","11205"
"7698","13061","270","18834","12154","6419","208","11209"
"7699","13061","269","18833","12149","6421","208","11209"
"7700","13061","269","18832","12153","6422","208","11213"
"7701","13061","270","18828","12148","6421","208","11213"
"7702","13063","269","18828","12145","6422","206","11215"
"7703","13063","269","18827","12139","6420","206","11216"
"7704","13063","269","18825","12131","6422","206","11221"
"7705","13060","270","18823","12126","6421","206","11224"
"7706","13059","270","18822","12127","6420","206","11224"
"7707","13059","270","18822","12128","6420","206","11227"
"7708","13058","270","18820","12125","6420","206","11229"
"7709","13057","270","18818","12125","6420","206","11230"
"7710","13058","270","18818","12120","6420","204","11231"
"7711","13057","271","18817","12114","6421","204","11238"
"7712","13054","271","18813","12109","6421","204","11240"
"7713","13055","269","18812","12108","6421","204","11243"
"7714","13054","270","18809","12106","6416","209","11243"
"7715","13054","271","18806","12107","6418","209","11243"
"7716","13054","271","18801","12101","6414","213","11248"
"7717","13054","271","18801","12102","6414","213","11249"
"7718","13054","271","18797","12106","6414","216","11249"
"7719","13054","272","18797","12105","6411","216","11251"
"7720","13054","272","18796","12104","6412","216","11252"
"7721","13055","272","18795","12100","6410","217","11252"
"7722","13054","273","18794","12103","6411","217","11255"
"7723","13054","273","18792","12095","6410","217","11257"
"7724","13054","273","18789","12087","6412","216","11258"
"7725","13053","273","18788","12082","6411","218","11260"
"7726","13054","272","18786","12078","6412","217","11263"
"7727","13053","273","18783","12075","6412","217","11263"
"7728","13053","273","18782","12067","6412","217","11264"
"7729","13054","273","18778","12062","6416","216","11265"
"7730","13053","275","18774","12057","6420","214","11265"
"7731","13052","275","18772","12050","6422","214","11266"
"7732","13052","276","18770","12047","6424","213","11266"
"7733","13052","276","18770","12047","6424","213","11267"
"7734","13052","276","18769","12044","6424","213","11272"
"7735","13052","275","18767","12038","6421","214","11273"
"7736","13051","275","18767","12034","6420","215","11273"
"7737","13051","275","18767","12036","6420","215","11276"
"7738","13052","275","18764","12047","6420","214","11277"
"7739","13051","276","18762","12071","6418","215","11279"
"7740","13051","276","18762","12076","6416","217","11283"
"7741","13048","277","18759","12077","6417","217","11286"
"7742","13046","279","18758","12093","6416","216","11289"
"7743","13046","280","18754","12091","6417","214","11290"
"7744","13046","280","18754","12098","6417","214","11292"
"7745","13046","282","18753","12101","6416","212","11293"
"7746","13048","282","18752","12103","6415","211","11299"
"7747","13048","282","18749","12092","6413","210","11299"
"7748","13048","282","18747","12089","6414","210","11300"
"7749","13047","284","18746","12084","6414","210","11300"
"7750","13046","285","18744","12079","6416","210","11302"
"7751","13046","285","18734","12066","6421","210","11305"
"7752","13046","285","18733","12062","6422","210","11305"
"7753","13048","285","18732","12058","6423","208","11306"
"7754","13047","286","18731","12057","6423","208","11308"
"7755","13047","286","18729","12050","6423","208","11313"
"7756","13047","286","18724","12043","6423","208","11313"
"7757","13047","286","18724","12037","6423","208","11313"
"7758","13048","285","18722","12032","6425","207","11314"
"7759","13048","285","18722","12032","6425","207","11319"
"7760","13047","285","18720","12031","6425","205","11319"
"7761","13047","284","18720","12033","6423","208","11320"
"7762","13046","284","18718","12033","6424","209","11320"
"7763","13046","283","18719","12050","6423","209","11321"
"7764","13044","284","18717","12047","6424","210","11322"
"7765","13044","284","18716","12050","6425","210","11322"
"7766","13044","284","18715","12051","6425","211","11322"
"7767","13044","284","18715","12052","6425","211","11324"
"7768","13045","284","18711","12062","6425","211","11325"
"7769","13045","284","18711","12063","6422","213","11326"
"7770","13045","284","18710","12060","6421","212","11329"
"7771","13046","284","18709","12052","6421","212","11331"
"7772","13045","285","18704","12049","6424","212","11332"
"7773","13044","284","18703","12044","6425","212","11333"
"7774","13044","284","18702","12039","6425","212","11334"
"7775","13044","284","18702","12033","6426","211","11334"
"7776","13043","286","18701","12030","6426","208","11337"
"7777","13043","286","18700","12026","6427","208","11338"
"7778","13044","286","18697","12016","6429","207","11340"
"7779","13045","286","18696","12015","6428","206","11342"
"7780","13046","286","18695","12011","6427","205","11344"
"7781","13045","286","18692","12008","6427","205","11346"
"7782","13045","286","18689","12002","6430","205","11346"
"7783","13046","286","18688","12003","6431","203","11347"
"7784","13046","286","18688","12004","6431","203","11349"
"7785","13046","284","18687","12003","6431","204","11349"
"7786","13047","282","18688","11995","6432","203","11351"
"7787","13044","284","18687","12000","6430","205","11353"
"7788","13045","284","18685","11997","6430","204","11353"
"7789","13044","285","18683","11998","6432","204","11353"
"7790","13044","285","18683","12003","6431","205","11356"
"7791","13040","285","18681","12011","6432","206","11357"
"7792","13039","286","18681","12019","6430","207","11358"
"7793","13039","288","18681","12020","6430","205","11358"
"7794","13041","288","18678","12019","6432","204","11358"
"7795","13041","289","18678","12015","6432","203","11358"
"7796","13041","289","18676","12009","6434","203","11360"
"7797","13043","289","18673","12001","6435","201","11363"
"7798","13042","288","18673","12004","6434","201","11364"
"7799","13042","288","18672","12002","6434","201","11364"
"7800","13042","288","18670","12004","6435","201","11365"
"7801","13042","288","18670","12000","6435","201","11366"
"7802","13042","288","18668","12002","6436","201","11366"
"7803","13043","288","18667","11990","6437","200","11366"
"7804","13041","288","18665","11978","6436","200","11371"
"7805","13041","288","18663","11975","6438","200","11376"
"7806","13040","288","18659","11967","6437","200","11377"
"7807","13041","288","18656","11967","6439","200","11378"
"7808","13041","288","18655","11965","6438","201","11379"
"7809","13040","288","18653","11969","6438","203","11379"
"7810","13039","289","18653","11978","6438","203","11379"
"7811","13040","289","18653","11990","6437","203","11385"
"7812","13039","289","18649","11994","6435","204","11386"
"7813","13038","290","18649","11992","6434","204","11387"
"7814","13038","290","18649","11993","6433","204","11390"
"7815","13038","290","18647","11990","6432","204","11392"
"7816","13037","290","18646","11993","6431","204","11393"
"7817","13035","290","18644","11995","6432","205","11395"
"7818","13035","290","18642","11987","6432","205","11397"
"7819","13036","290","18641","11980","6433","204","11400"
"7820","13035","290","18640","11976","6431","205","11401"
"7821","13035","290","18637","11978","6433","205","11404"
"7822","13034","291","18636","11971","6433","203","11404"
"7823","13034","292","18636","11972","6433","202","11408"
"7824","13035","292","18634","11966","6432","200","11410"
"7825","13034","292","18633","11965","6432","200","11410"
"7826","13033","293","18632","11964","6433","200","11411"
