"Step","Susciptable","Exposed","LatentTB","LatentExposed","InfectedTB","Recovered","Dead"
"7827","13034","292","18633","11966","6432","199","11411"
"7828","13033","293","18631","11960","6434","199","11411"
"7829","13033","293","18631","11957","6434","199","11411"
"7830","13033","293","18630","11953","6435","199","11413"
"7831","13033","293","18631","11941","6432","198","11414"
"7832","13032","294","18630","11945","6433","198","11414"
"7833","13032","294","18630","11951","6428","200","11417"
"7834","13033","294","18628","11964","6428","201","11420"
"7835","13031","295","18627","11973","6427","201","11422"
"7836","13031","295","18627","11973","6425","201","11422"
"7837","13030","296","18626","11970","6426","201","11422"
"7838","13028","295","18627","11967","6422","202","11427"
"7839","13026","296","18626","11972","6423","203","11428"
"7840","13025","297","18623","11970","6425","203","11428"
"7841","13024","298","18622","11981","6422","203","11432"
"7842","13025","299","18620","11974","6423","201","11433"
"7843","13026","299","18619","11972","6422","200","11435"
"7844","13026","299","18616","11970","6425","200","11437"
"7845","13025","299","18615","11969","6424","200","11438"
"7846","13025","299","18612","11964","6426","200","11439"
"7847","13025","299","18611","11959","6424","200","11442"
"7848","13025","300","18609","11948","6426","199","11442"
"7849","13025","300","18609","11948","6426","199","11445"
"7850","13023","299","18606","11943","6427","199","11447"
"7851","13023","299","18604","11940","6429","199","11448"
"7852","13023","299","18603","11940","6429","199","11448"
"7853","13023","299","18600","11936","6430","199","11450"
"7854","13023","298","18600","11933","6431","199","11451"
"7855","13023","299","18599","11931","6427","199","11454"
"7856","13023","299","18599","11932","6427","199","11455"
"7857","13024","299","18597","11935","6425","201","11455"
"7858","13023","300","18597","11938","6424","201","11456"
"7859","13023","300","18596","11936","6425","201","11456"
"7860","13023","299","18597","11929","6420","203","11459"
"7861","13022","300","18598","11924","6418","204","11461"
"7862","13021","301","18596","11925","6417","205","11464"
"7863","13020","301","18594","11925","6417","205","11464"
"7864","13020","301","18594","11925","6417","205","11465"
"7865","13021","301","18594","11921","6415","205","11465"
"7866","13021","301","18592","11920","6413","209","11465"
"7867","13021","302","18592","11925","6413","208","11468"
"7868","13020","302","18591","11925","6409","209","11470"
"7869","13020","301","18591","11927","6410","209","11470"
"7870","13020","301","18589","11924","6412","209","11473"
"7871","13021","301","18589","11925","6410","207","11473"
"7872","13022","301","18588","11925","6411","206","11475"
"7873","13022","300","18588","11919","6411","205","11476"
"7874","13021","301","18587","11912","6412","204","11476"
"7875","13020","301","18587","11904","6412","204","11477"
"7876","13021","300","18584","11891","6414","203","11479"
"7877","13021","300","18584","11889","6414","203","11480"
"7878","13021","300","18583","11885","6414","203","11481"
"7879","13021","300","18581","11877","6415","203","11481"
"7880","13019","300","18581","11881","6415","204","11482"
"7881","13020","300","18581","11880","6413","205","11482"
"7882","13019","301","18581","11892","6411","207","11482"
"7883","13019","301","18580","11892","6412","207","11483"
"7884","13021","301","18575","11885","6411","207","11486"
"7885","13021","301","18575","11888","6410","208","11486"
"7886","13022","301","18573","11888","6412","207","11486"
"7887","13022","302","18572","11887","6411","207","11487"
"7888","13022","301","18571","11885","6411","209","11487"
"7889","13021","302","18566","11882","6408","213","11491"
"7890","13021","302","18564","11869","6408","213","11493"
"7891","13021","302","18563","11868","6409","212","11494"
"7892","13020","302","18561","11865","6408","213","11497"
"7893","13020","302","18561","11862","6408","213","11498"
"7894","13020","301","18559","11857","6410","213","11498"
"7895","13021","301","18557","11857","6411","212","11499"
"7896","13021","301","18557","11855","6411","212","11501"
"7897","13020","300","18556","11852","6411","212","11502"
"7898","13020","300","18555","11852","6412","212","11505"
"7899","13021","300","18553","11844","6411","211","11510"
"7900","13021","299","18551","11846","6409","211","11511"
"7901","13021","298","18550","11843","6410","211","11512"
"7902","13023","298","18549","11836","6410","209","11515"
"7903","13023","298","18548","11834","6409","208","11521"
"7904","13022","297","18545","11833","6405","209","11523"
"7905","13022","298","18543","11834","6404","210","11524"
"7906","13020","300","18543","11841","6402","211","11525"
"7907","13019","301","18542","11851","6403","211","11527"
"7908","13016","304","18539","11865","6404","211","11530"
"7909","13015","304","18534","11871","6407","211","11530"
"7910","13016","305","18533","11885","6407","210","11530"
"7911","13016","305","18533","11892","6407","210","11530"
"7912","13015","305","18533","11896","6405","212","11531"
"7913","13015","305","18530","11895","6404","212","11535"
"7914","13015","305","18529","11895","6405","212","11537"
"7915","13015","305","18527","11892","6405","212","11538"
"7916","13015","304","18528","11888","6404","212","11541"
"7917","13013","304","18525","11887","6404","212","11543"
"7918","13014","304","18525","11888","6402","211","11545"
"7919","13014","304","18525","11889","6402","211","11547"
"7920","13013","305","18520","11891","6406","210","11549"
"7921","13013","304","18520","11885","6404","210","11550"
"7922","13013","304","18520","11883","6404","210","11555"
"7923","13014","303","18518","11881","6402","209","11558"
"7924","13011","302","18515","11869","6404","209","11560"
"7925","13011","302","18515","11871","6404","209","11563"
"7926","13012","302","18512","11869","6404","208","11567"
"7927","13010","302","18512","11864","6402","208","11567"
"7928","13008","303","18512","11857","6402","208","11568"
"7929","13008","304","18510","11857","6404","207","11570"
"7930","13008","304","18508","11857","6404","207","11570"
"7931","13007","305","18508","11863","6403","208","11571"
"7932","13006","306","18508","11879","6400","208","11573"
"7933","13006","306","18508","11884","6400","208","11573"
"7934","13004","306","18508","11882","6396","210","11577"
"7935","13004","305","18509","11885","6396","210","11581"
"7936","13002","306","18505","11891","6397","210","11584"
"7937","13001","306","18501","11893","6399","210","11584"
"7938","13002","306","18500","11892","6399","209","11585"
"7939","13002","306","18498","11891","6399","208","11588"
"7940","13002","306","18497","11891","6400","208","11589"
"7941","13002","306","18494","11878","6401","209","11589"
"7942","13002","306","18492","11870","6402","209","11590"
"7943","13003","306","18492","11870","6402","208","11593"
"7944","13003","306","18489","11858","6402","208","11593"
"7945","13003","306","18489","11852","6402","208","11594"
"7946","13001","306","18488","11853","6403","208","11595"
"7947","13000","306","18487","11853","6404","208","11596"
"7948","13001","306","18486","11848","6405","207","11601"
"7949","12999","307","18486","11851","6403","205","11604"
"7950","12998","307","18485","11844","6402","205","11610"
"7951","12998","307","18480","11841","6400","206","11613"
"7952","12997","307","18478","11844","6400","206","11613"
"7953","12997","306","18479","11845","6397","209","11615"
"7954","12993","309","18477","11846","6395","212","11621"
"7955","12993","310","18475","11852","6390","212","11621"
"7956","12993","310","18475","11853","6389","213","11622"
"7957","12994","310","18474","11856","6389","212","11623"
"7958","12991","312","18474","11864","6389","212","11625"
"7959","12991","311","18471","11863","6391","212","11629"
"7960","12990","312","18470","11869","6387","213","11630"
"7961","12990","312","18468","11877","6386","214","11631"
"7962","12990","312","18466","11879","6387","215","11633"
"7963","12990","312","18464","11877","6387","215","11635"
"7964","12990","310","18464","11878","6386","214","11637"
"7965","12992","310","18462","11866","6387","213","11640"
"7966","12991","310","18461","11864","6386","213","11642"
"7967","12990","310","18459","11867","6387","213","11642"
"7968","12989","311","18458","11861","6388","213","11642"
"7969","12988","311","18458","11856","6387","213","11644"
"7970","12989","311","18457","11854","6388","212","11647"
"7971","12989","311","18453","11847","6390","211","11648"
"7972","12989","311","18453","11845","6389","211","11649"
"7973","12989","311","18453","11837","6388","211","11651"
"7974","12988","311","18451","11836","6386","211","11654"
"7975","12990","311","18450","11834","6387","209","11655"
"7976","12991","311","18449","11833","6386","208","11656"
"7977","12988","314","18446","11830","6386","211","11661"
"7978","12986","314","18444","11835","6384","210","11663"
"7979","12986","313","18445","11846","6384","210","11664"
"7980","12985","313","18444","11842","6384","211","11666"
"7981","12984","313","18444","11840","6382","211","11667"
"7982","12983","314","18443","11849","6381","211","11669"
"7983","12982","314","18442","11849","6380","211","11672"
"7984","12982","314","18442","11853","6380","211","11676"
"7985","12979","315","18439","11855","6380","211","11677"
"7986","12980","315","18439","11854","6380","210","11677"
"7987","12981","315","18437","11849","6382","209","11680"
"7988","12979","316","18436","11852","6380","210","11681"
"7989","12978","315","18436","11844","6380","210","11682"
"7990","12978","314","18436","11843","6381","210","11685"
"7991","12979","314","18433","11838","6381","208","11686"
"7992","12979","314","18433","11837","6381","208","11690"
"7993","12975","316","18432","11832","6380","208","11691"
"7994","12974","316","18431","11839","6381","208","11691"
"7995","12974","315","18430","11834","6383","208","11692"
"7996","12973","316","18430","11828","6382","208","11693"
"7997","12973","316","18429","11825","6382","208","11694"
"7998","12974","316","18428","11819","6381","207","11695"
"7999","12974","316","18427","11817","6382","207","11697"
"8000","12974","316","18425","11817","6382","207","11697"
"8001","12974","317","18421","11813","6382","210","11697"
"8002","12973","318","18421","11817","6382","210","11697"
"8003","12973","318","18421","11827","6382","210","11698"
"8004","12973","318","18418","11827","6383","211","11700"
"8005","12972","318","18418","11819","6381","212","11703"
"8006","12971","319","18415","11821","6380","212","11704"
"8007","12971","319","18416","11823","6380","211","11707"
"8008","12970","319","18413","11836","6381","211","11708"
"8009","12970","319","18411","11838","6382","211","11711"
"8010","12968","320","18410","11841","6380","212","11711"
"8011","12967","320","18408","11839","6382","212","11712"
"8012","12966","320","18406","11831","6379","215","11715"
"8013","12966","320","18406","11824","6379","215","11715"
"8014","12966","320","18403","11817","6380","215","11717"
"8015","12966","320","18402","11813","6381","215","11717"
"8016","12966","321","18400","11814","6383","214","11720"
"8017","12965","321","18396","11808","6385","214","11722"
"8018","12965","321","18395","11811","6384","214","11722"
"8019","12966","321","18394","11809","6385","213","11724"
"8020","12966","321","18390","11801","6387","213","11724"
"8021","12966","321","18390","11801","6387","213","11726"
