Geometry,Business,Rent Mean,Rent Str,Fam S D,Mat Woo D,Vil Code,Water,Women,Rent Min,Owner,Mat M D,Household,Empty,Tot Units,Busi C,Serv H,Rooms,Fam Up D,Mat Ir D,Elect D,Date,Service,Mat M,Busi P,Elect,Fam C,Mat Br,Pop D,Fam Sp D,No Info,Child D,Fam C D,Serv Edu,Toilet,Pop,Families,Child,Mat Woo,Sheet N,Busi S,Fam P,Women D,Structure,Pop R,Fam Up,Mat Ir,Rent Max,Fam P D,Str Code,Mat Br D,Serv O,Fam S,Fam Sp,latitude,longitude
0,0,1000,11000,0.364,0,KIA,0,6,800,0,0,10,0,10,0,0,11,0,1,0.1,80903,0,0,0,1,4,0,2.9,0.273,0,0.483,0.364,0,0,29,11,14,0,9,0,0,0.207,33,29,0,10,1200,0,KIAS9S33S8,0,0,4,3,-1.31190718,36.77436943
0,0,900,5400,0.375,0,KIA,0,3,800,0,1,6,0,6,0,0,6,0.25,0,0.83,80903,0,6,0,5,3,0,3.333,0,0,0.45,0.375,0,0,20,8,9,0,9,0,0,0.15,29,20,2,0,1000,0,KIAS9S29S8,0,0,3,0,-1.311788638,36.77442137
0,0,900,7200,0.333,0.25,KIA,0,4,800,0,0.125,7,0,7,0,0,8,0.167,0.625,0.86,80902,0,1,0,6,3,0,2.571,0,0,0.5,0.5,0,0,19,6,9,2,9,0,0,0.222,28,18,1,5,1000,0,KIAS9S28S8,0,0,2,0,-1.311793748,36.77448957
0,4,1400,8400,0.375,0,KIA,0,7,800,0,1,6,0,10,1,0,6,0,0,0.8,80902,0,9,1,8,4,0,4.667,0.125,0,0.571,0.5,0,0,28,8,16,0,9,2,0,0.25,6,28,0,0,2000,0,KIAS9S6S80,0,0,3,1,-1.311752509,36.77484534
0,0,950,18050,0.417,0,KIA,0,11,900,1,1,18,0,18,0,0,19,0.208,0,1,80902,0,18,0,18,8,0,2.667,0.042,0,0.333,0.333,0,0,47,24,16,0,9,0,0,0.229,9,48,5,0,1000,0,KIAS9S9S80,0,0,10,1,-1.311807355,36.77480065
0,0,1000,3000,0.75,0,KIA,0,2,1000,0,1,3,0,3,0,0,3,0,0,1,80902,0,3,0,3,1,0,2.333,0,0,0.286,0.25,0,0,7,4,2,0,9,0,0,0.286,7,7,0,0,1000,0,KIAS9S7S80,0,0,3,0,-1.311986111,36.77489728
0,0,0,0,0,0,KIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KIAS0S0S0,0,0,0,0,-1.311932136,36.77491208
0,0,0,0,0,0,KIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KIAS0S0S0,0,0,0,0,-1.311960865,36.77493994
0,0,0,0,0,0,KIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KIAS0S0S0,0,0,0,0,-1.312003813,36.77493762
0,0,0,0,0,0,KIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KIAS0S0S0,0,0,0,0,-1.312022095,36.77492021
0,0,0,0,0,0,KIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KIAS0S0S0,0,0,0,0,-1.312035153,36.77487436
0,0,0,0,0,0,KIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KIAS0S0S0,0,0,0,0,-1.312048792,36.77490338
0,0,2000,2000,0,0,KIA,0,1,2000,0,1,1,0,1,0,0,1,0,0,1,80902,0,1,0,1,1,0,5,0,0,0.6,1,0,0,5,1,3,0,9,0,0,0.2,15,5,0,0,2000,0,KIAS9S15S8,0,0,0,0,-1.31196812,36.7747757
0,0,700,2100,0.667,0,KIA,0,1,700,0,1,3,0,3,0,0,3,0,0,0,80902,0,3,0,0,1,0,2,0,0,0.333,0.333,0,0,6,3,2,0,9,0,0,0.167,14,6,0,0,700,0,KIAS9S14S8,0,0,2,0,-1.311927783,36.7747046
0,0,1250,12500,0.533,0,KIA,0,6,1000,0,1,9,0,9,0,0,10,0.133,0,0.89,80902,0,9,0,8,4,0,3.111,0.067,0,0.321,0.267,0,0,28,15,9,0,9,0,0,0.214,16,28,2,0,1500,0,KIAS9S16S8,0,0,8,1,-1.312008456,36.7747075
0,1,1350,8100,0,0,KIA,0,4,1000,1,0.833,5,0,6,0,0,6,0.2,0.167,0.5,80902,0,5,1,3,3,0,3.6,0.2,0,0.556,0.6,0,0,18,5,10,0,9,0,0,0.222,13,18,1,1,1700,0,KIAS9S13S8,0,0,0,1,-1.311965218,36.77457866
0,0,900,3600,0.25,0,KIA,0,3,800,0,1,4,0,4,0,0,4,0,0,0.5,80903,0,4,0,2,3,0,2.5,0,0,0.3,0.75,0,0,10,4,3,0,9,0,0,0.3,35,10,0,0,1000,0,KIAS9S35S8,0,0,1,0,-1.312069686,36.77449044
0,0,1000,2000,0.333,0,KIA,0,3,1000,0,1,2,0,2,0,0,2,0,0,1,80903,0,2,0,2,1,0,3,0.333,0,0.333,0.333,0,0,6,3,2,0,9,0,0,0.5,36,6,0,0,1000,0,KIAS9S36S8,0,0,1,1,-1.31213701,36.77450002
0,0,1800,3600,0.25,0,KIA,0,2,1800,0,1,2,1,3,0,0,2,0.25,0,0.33,80902,0,3,0,1,1,0,4.5,0.25,0,0.444,0.25,0,0,9,4,4,0,9,0,0,0.222,18,9,1,0,1800,0,KIAS9S18S8,0,0,1,1,-1.312097544,36.77461377
0,0,1150,5750,0.25,0,KIA,0,5,800,1,1,5,0,5,0,0,5,0.25,0,1,80902,0,5,0,5,3,0,4.6,0.125,0,0.522,0.375,0,0,21,8,12,0,9,0,0,0.217,17,23,2,0,1500,0,KIAS9S17S8,0,0,2,1,-1.312057429,36.77465496
0,0,875,4375,0.429,0,KIA,0,4,500,0,1,4,0,4,0,0,5,0.143,0,1,80902,0,4,0,4,2,0,4,0.143,0,0.438,0.286,0,0,16,7,7,0,9,0,0,0.25,19,16,1,0,1250,0,KIAS9S19S8,0,0,3,1,-1.31216748,36.77470837
0,0,1250,21250,0.474,0,KIA,0,12,1000,1,1,13,0,13,0,0,17,0.053,0,0.92,80902,0,13,0,12,9,0,3.308,0,0,0.349,0.474,0,0,43,19,15,0,9,0,0,0.279,20,43,1,0,1500,0,KIAS9S20S8,0,0,9,0,-1.312214055,36.77464482
0,0,750,4500,0,0,KIA,0,4,500,0,1,5,1,6,0,0,6,0.333,0,0.5,80902,0,6,0,3,4,0,3.6,0,0,0.444,0.667,0,0,18,6,8,0,9,0,0,0.222,22,18,2,0,1000,0,KIAS9S22S8,0,0,0,0,-1.312272238,36.77454669
0,0,0,0,0,0,KIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KIAS0S0S0,0,0,0,0,-1.312317507,36.7745981
0,0,0,0,0,0,KIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KIAS0S0S0,0,0,0,0,-1.312351169,36.77463437
0,0,550,2200,0.6,1,KIA,0,3,500,0,0,3,0,3,0,0,4,0,0,0.33,80901,0,0,0,1,2,0,3.333,0,0,0.3,0.4,0,0,10,5,3,3,10,0,0,0.3,59,10,0,0,600,0,KIAS10S59S,0,0,3,0,-1.312427634,36.77443792
0,0,1000,3000,0.333,0,KIA,0,1,1000,0,0.75,3,0,3,0,0,3,0,0.25,0,80901,0,3,0,0,0,0,4.333,0.667,0,0.769,0,0,0,13,3,10,0,10,0,0,0.077,60,13,0,1,1000,0,KIAS10S60S,0,0,1,2,-1.312449168,36.77438555
0,0,500,2500,0.75,0,KIA,0,1,500,0,0.333,5,1,6,0,0,5,0,0.667,0.83,80901,0,2,0,5,1,0,2.4,0,0,0.583,0.25,0,0,12,4,7,0,10,0,0,0.083,56,12,0,4,500,0,KIAS10S56S,0,0,3,0,-1.312529781,36.77455425
0,0,500,2000,0.667,0,KIA,0,4,500,0,0.4,4,0,4,0,0,4,0,0.6,0.25,80901,0,2,0,1,0,0,3.5,0.333,0,0.571,0,0,0,14,6,8,0,10,0,0,0.286,68,14,0,3,500,0,KIAS10S68S,0,0,4,2,-1.312476386,36.7745952
0,0,500,1500,0,0,KIA,0,1,500,0,1,3,0,3,0,0,3,0.5,0,0.67,80830,0,3,0,2,0,0,2.333,0.5,0,0.429,0,0,0,6,4,3,0,10,0,0,0.143,26,7,2,0,500,0,KIAS10S26S,0,0,0,2,-1.312865063,36.77394821
0,0,0,0,0,0,KIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KIAS0S0S0,0,0,0,0,-1.312923643,36.77403425
0,0,600,3600,0.556,0,KIA,0,4,600,0,1,6,0,6,0,0,6,0,0,0.33,80830,0,6,0,2,4,0,3.667,0,0,0.409,0.444,0,0,22,9,9,0,10,0,0,0.182,23,22,0,0,600,0,KIAS10S23S,0,0,5,0,-1.312865239,36.77406821
0,0,550,3300,0.545,0,KIA,0,5,500,0,1,6,0,6,0,0,6,0,0,0.83,80830,0,6,0,5,5,0,5,0,0,0.467,0.455,0,0,30,11,14,0,10,0,0,0.167,22,30,0,0,600,0,KIAS10S22S,0,0,6,0,-1.31280488,36.77416253
0,0,0,0,0.2,0,KIA,0,2,0,0,1,3,0,3,0,0,3,0.4,0,0.33,80901,0,3,0,1,2,0,3,0,0,0.222,0.4,0,0,9,5,2,0,10,0,0,0.222,44,9,2,0,0,0,KIAS10S44S,0,0,1,0,-1.312729794,36.77419764
0,0,700,7000,0.273,0,KIA,0,7,400,0,0.909,10,0,10,0,0,10,0.182,0.091,0.6,80830,0,10,0,6,6,0,2.7,0,0,0.37,0.545,0,0,27,11,10,0,10,0,0,0.259,42,27,2,1,1000,0,KIAS10S42S,0,0,3,0,-1.31272116,36.77427744
0,0,0,0,0,0,KIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KIAS0S0S0,0,0,0,0,-1.312614951,36.77422235
0,0,550,3850,0.375,0,KIA,0,4,500,0,1,7,0,7,0,0,7,0.125,0,0.29,80830,0,7,0,2,4,0,3.143,0,0,0.455,0.5,0,0,21,8,10,0,10,0,0,0.182,21,22,1,0,600,0,KIAS10S21S,0,0,3,0,-1.312859145,36.77424552
0,0,0,0,0,0,KIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KIAS0S0S0,0,0,0,0,-1.312948319,36.77414293
0,0,0,0,0,0,KIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KIAS0S0S0,0,0,0,0,-1.313025673,36.77413319
0,0,700,2100,0.25,0,KIA,0,2,600,0,1,3,1,4,0,0,3,0.25,0,0,80830,0,4,0,0,1,0,3.333,0.25,0,0.5,0.25,0,0,10,4,5,0,10,0,0,0.2,10,10,1,0,800,0,KIAS10S10S,0,0,1,1,-1.313028181,36.77437785
0,0,650,3250,0.2,0,KIA,0,4,500,0,1,5,1,6,0,0,5,0,0,0.17,80830,0,6,0,1,3,0,3,0.2,0,0.467,0.6,0,0,15,5,7,0,0,0,0,0.267,9,15,0,0,800,0,KIAS0S9S80,0,0,1,1,-1.313086509,36.77445475
0,0,650,5200,0.583,0,KIA,0,10,500,0,1,7,0,7,0,0,8,0,0,0.43,80830,0,7,0,3,3,0,3.714,0.167,0,0.423,0.25,0,0,28,12,11,0,10,0,0,0.385,7,26,0,0,800,0,KIAS10S7S8,0,0,7,2,-1.31314329,36.77437266
0,0,900,3600,0.5,0,KIA,0,2,800,0,1,4,0,4,0,0,4,0,0,0.25,80830,0,4,0,1,1,0,2.25,0.25,0,0.444,0.25,0,0,9,4,4,0,10,0,0,0.222,8,9,0,0,1000,0,KIAS10S8S8,0,0,2,1,-1.313196516,36.77428658
0,0,0,0,0,0,KIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KIAS0S0S0,0,0,0,0,-1.313311405,36.77425641
0,0,550,5500,0.538,0,KIA,0,6,500,0,1,10,0,10,0,0,10,0.154,0,0.5,80830,0,10,0,5,3,0,3.1,0.077,0,0.484,0.231,0,0,32,13,15,0,10,0,0,0.194,17,31,2,0,600,0,KIAS10S17S,0,0,7,1,-1.313270779,36.77447274
0,0,600,3600,0,0,KIA,0,4,500,0,1,6,0,6,0,0,6,0.333,0,1,80830,0,6,0,6,4,0,3.5,0,0,0.524,0.667,0,0,21,6,11,0,10,0,0,0.19,5,21,2,0,700,0,KIAS10S5S8,0,0,0,0,-1.313344743,36.77442658
0,0,850,5100,0.167,0,KIA,0,4,700,1,1,6,0,6,0,0,6,0,0,0.83,80830,0,6,0,5,5,0,2.833,0,0,0.353,0.833,0,0,18,6,6,0,10,0,0,0.235,2,17,0,0,1000,0,KIAS10S2S8,0,0,1,0,-1.313376948,36.77436313
0,0,500,2000,0.5,0,KIA,0,2,500,0,1,4,0,4,0,0,4,0,0,0.75,80830,0,4,0,3,2,0,2.25,0,0,0.333,0.5,0,0,9,4,3,0,10,0,0,0.222,1,9,0,0,500,0,KIAS10S1S8,0,0,2,0,-1.313445945,36.77442745
0,0,1000,2000,0,0,KIA,0,2,1000,0,1,2,0,2,0,0,2,0,0,1,80830,0,2,0,2,2,0,2,0,0,0,1,0,0,4,2,0,0,10,0,0,0.5,4,4,0,0,1000,0,KIAS10S4S8,0,0,0,0,-1.313436622,36.77447825
0,0,0,0,1,0,KIA,0,0,0,0,0,3,0,3,0,0,3,0,0,1,80828,0,0,0,3,0,0,1,0,0,0,0,0,0,3,3,0,0,8,0,0,0,50,3,0,0,0,0,KIAS8S50S8,0,0,3,0,-1.313425885,36.77453136
0,0,1200,3600,0.75,0,KIA,0,1,1200,0,0.5,3,0,3,0,0,3,0,0.5,1,80828,0,3,0,3,1,0,2,0,0,0.167,0.25,0,0,6,4,1,0,8,0,0,0.167,49,6,0,3,1200,0,KIAS8S49S8,0,0,3,0,-1.313457871,36.77458131
0,0,0,0,0,0,KIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KIAS0S0S0,0,0,0,0,-1.313486534,36.77474087
0,0,700,2100,0.333,0,KIA,0,2,600,0,0.667,3,0,3,0,0,3,0,0.333,0.67,80828,0,2,0,2,2,0,2.333,0,0,0.286,0.667,0,0,7,3,2,0,8,0,0,0.286,51,7,0,1,800,0,KIAS8S51S8,0,0,1,0,-1.313354063,36.77456502
0,0,800,4000,0.4,0,KIA,0,3,600,0,0.6,5,0,5,0,0,5,0,0.4,0,80828,0,3,0,0,3,0,2.8,0,0,0.429,0.6,0,0,14,5,6,0,8,0,0,0.214,52,14,0,2,1000,0,KIAS8S52S8,0,0,2,0,-1.313256559,36.77461667
0,0,0,0,0,0,KIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KIAS0S0S0,0,0,0,0,-1.313232764,36.77451046
0,0,850,10200,0.583,0,KIA,0,5,700,0,0.909,10,0,10,0,0,12,0,0.091,0.9,80830,0,10,0,9,5,0,2.4,0,0,0.292,0.417,0,0,24,12,7,0,10,0,0,0.208,14,24,0,1,1000,0,KIAS10S14S,0,0,7,0,-1.313183433,36.77452787
0,0,900,900,0,0,KIA,0,1,900,0,1,1,0,1,0,0,1,0,0,1,80830,0,1,0,1,1,0,3,0,0,0.333,1,0,0,3,1,1,0,10,0,0,0.333,15,3,0,0,900,0,KIAS10S15S,0,0,0,0,-1.313102469,36.77453832
0,0,0,0,0,0,KIA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,80828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,53,0,0,0,0,0,KIAS8S53S8,0,0,0,0,-1.313184592,36.77464511
0,0,0,0,0,0,KIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KIAS0S0S0,0,0,0,0,-1.313157025,36.77463699
0,0,950,7600,0.571,0.875,KIA,0,11,400,0,0,8,0,8,0,0,8,0.071,0.125,0.75,80830,0,0,0,6,5,0,3.625,0,0,0.345,0.357,0,0,29,14,10,7,10,0,0,0.379,40,29,1,1,1500,0,KIAS10S40S,0,0,8,0,-1.312820042,36.77444231
0,0,850,7650,0.667,0,KIA,0,2,700,0,0.889,9,0,9,0,0,9,0.111,0.111,0.89,80901,0,8,0,8,2,0,1.667,0,0,0.267,0.222,0,0,15,9,4,0,10,0,0,0.133,41,15,1,1,1000,0,KIAS10S41S,0,0,6,0,-1.312748583,36.7744739
0,0,400,800,1,0,KIA,0,0,300,0,1,2,1,3,0,0,2,0,0,0,80901,0,2,0,0,0,0,1.5,0,0,0,0,0,0,3,3,0,0,10,0,0,0,39,3,0,0,500,0,KIAS10S39S,0,0,3,0,-1.312797625,36.77457677
0,0,0,0,0,0,KIA,0,2,0,1,1,2,1,4,0,0,2,0,0,0.5,80901,1,2,0,2,2,0,3.5,0,0,0.429,1,0,0,7,2,3,0,10,0,0,0.286,37,7,0,0,0,0,KIAS10S37S,0,1,0,0,-1.312932853,36.77456937
0,0,500,3000,0.286,1,KIA,0,3,500,0,0,6,0,6,0,0,6,0.143,0,0.67,80830,0,0,0,4,3,0,2.667,0.143,0,0.375,0.429,0,0,16,7,6,6,10,0,0,0.188,38,16,1,0,500,0,KIAS10S38S,0,0,2,1,-1.312884392,36.77461885
0,0,650,5200,0.385,0,KIA,0,7,500,0,0.667,8,0,8,0,0,8,0,0.333,0.63,80901,0,8,0,5,6,0,5.5,0.154,0,0.568,0.462,0,0,45,13,25,0,10,0,0,0.159,43,44,0,4,800,0,KIAS10S43S,0,0,5,2,-1.312655723,36.77436247
0,0,600,5400,0.615,0,KIA,0,6,400,0,0.929,9,0,14,0,0,9,0,0.071,0.29,80901,0,13,0,4,5,0,4,0,5,0.5,0.385,0,0,35,13,18,0,10,0,0,0.167,65,36,0,1,800,0,KIAS10S65S,0,0,8,0,-1.312688514,36.7745429
0,0,1000,4000,0.625,0,KIA,0,4,1000,0,1,4,0,4,0,0,4,0,0,0.75,80901,0,4,0,3,2,0,3,0.125,0,0.167,0.25,0,0,12,8,2,0,10,0,0,0.333,54,12,0,0,1000,0,KIAS10S54S,0,0,5,1,-1.312616837,36.77452613
0,0,600,9000,0.609,0,KIA,0,9,400,2,0.438,13,0,13,0,0,15,0.174,0.563,0.77,80903,0,7,0,10,3,0,3.385,0.087,0,0.409,0.13,0,0,46,23,18,0,9,0,0,0.205,49,44,4,9,800,0,KIAS9S49S8,0,0,14,2,-1.312087533,36.77478411
0,1,2000,8000,0.25,0,KIA,0,3,2000,1,1,3,0,4,1,0,4,0,0,0.5,80829,0,4,0,2,3,0,5.333,0,0,0.563,0.75,0,0,16,4,9,0,5,0,0,0.188,34,16,0,0,2000,0,KIAS5S34S8,0,0,1,0,-1.31202195,36.77502149
0,0,900,14400,0.25,0,KIA,0,10,800,0,0,12,0,12,0,0,16,0.125,1,1,80829,0,0,0,12,8,0,4.083,0.125,0,0.51,0.5,0,0,49,16,25,0,5,0,0,0.204,33,49,2,12,1000,0,KIAS5S33S8,0,0,4,2,-1.312183295,36.77502149
0,0,0,0,0,0,KIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KIAS0S0S0,0,0,0,0,-1.312154856,36.77491934
0,0,800,8000,0.438,0,KIA,0,9,600,0,1,8,0,8,0,0,10,0.063,0,0.75,80902,0,8,0,6,3,0,4.5,0.313,0,0.472,0.188,0,0,36,16,17,0,9,0,0,0.25,26,36,1,0,1000,0,KIAS9S26S8,0,0,7,5,-1.312243654,36.77486832
0,0,1250,16250,0.4,0,KIA,0,14,800,0,1,13,0,13,0,0,13,0,0,0.85,80902,0,13,0,11,11,0,3.769,0.05,0,0.367,0.55,0,0,49,20,18,0,9,0,0,0.286,25,49,0,0,1700,0,KIAS9S25S8,0,0,8,1,-1.31234741,36.77484899
0,0,1050,15750,0.5,0,KIA,0,11,800,0,1,14,0,15,0,0,15,0.05,0,0.6,80901,0,15,0,9,8,0,3.357,0.05,1,0.404,0.4,0,0,47,20,19,0,10,0,0,0.234,69,47,1,0,1300,0,KIAS10S69S,0,0,10,1,-1.312493846,36.77473686
0,0,0,0,0,0,KIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KIAS0S0S0,0,0,0,0,-1.312097689,36.77512131
0,0,650,6500,0.643,0,KIA,0,3,500,1,1,10,0,10,0,0,10,0.071,0,0.6,80829,0,10,0,6,3,0,2.7,0.071,0,0.37,0.214,0,0,27,14,10,0,5,0,0,0.111,10,27,1,0,800,0,KIAS5S10S8,0,0,9,1,-1.312424442,36.77498144
0,0,0,0,0,0,KIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KIAS0S0S0,0,0,0,0,-1.312381278,36.77515981
0,0,1000,4000,0,0,KIA,0,4,1000,0,1,4,0,4,0,0,4,0,0,0.25,80829,0,4,0,1,4,0,4.25,0,0,0.529,1,0,0,17,4,9,0,5,0,0,0.235,31,17,0,0,1000,0,KIAS5S31S8,0,0,0,0,-1.312300531,36.77523274
0,0,650,4550,0.2,0.571,KIA,0,4,500,0,0.429,5,0,5,0,0,7,0,0,0.4,80829,0,3,0,2,4,0,2.8,0,0,0.357,0.8,0,0,14,5,5,4,5,0,0,0.286,18,14,0,0,800,0,KIAS5S18S8,0,0,1,0,-1.312481174,36.77506501
0,0,1150,14950,0.5,0.071,KIA,0,6,800,0,0.714,12,1,13,0,0,13,0.071,0.214,0.46,80829,0,10,0,6,4,0,2.5,0.143,0,0.4,0.286,0,0,29,14,12,1,5,0,0,0.2,12,30,1,3,1500,0,KIAS5S12S8,0,0,7,2,-1.312488968,36.77498492
0,0,1500,9000,0.6,0.143,KIA,0,2,1500,0,0.429,6,0,6,0,0,6,0.3,0.429,1,80829,0,3,0,6,1,0,2,0,0,0.083,0.1,0,0,12,10,1,1,5,0,0,0.167,19,12,3,3,1500,0,KIAS5S19S8,0,0,6,0,-1.312560541,36.77490367
0,0,1500,4500,0,0,KIA,0,3,1500,0,1,3,0,3,0,0,3,0,0,0.67,80829,0,3,0,2,3,0,5.667,0,0,0.647,1,0,0,17,3,11,0,5,0,0,0.176,16,17,0,0,1500,0,KIAS5S16S8,0,0,0,0,-1.312600877,36.77500233
0,0,800,9600,0.762,0.632,KIA,0,4,600,0,0.368,11,0,12,0,0,12,0.048,0,0.33,80829,1,7,0,4,4,0,3.545,0,0,0.359,0.19,0,0,37,21,14,12,5,0,0,0.103,20,39,1,0,1000,0,KIAS5S20S8,0,1,16,0,-1.312656593,36.77496597
0,0,875,4375,0.875,0,KIA,0,3,750,0,1,2,0,2,0,0,5,0.125,0,1,80829,0,2,0,2,0,0,11,0,0,0.636,0,0,0,19,8,14,0,5,0,0,0.136,23,22,1,0,1000,0,KIAS5S23S8,0,0,7,0,-1.312708827,36.77483142
0,0,1000,6000,0.6,0,KIA,0,2,1000,0,1,6,0,6,0,0,6,0,0,1.33,80829,0,6,0,8,2,0,2.5,0.2,0,0.2,0.2,0,0,15,10,3,0,5,0,0,0.133,25,15,0,0,1000,0,KIAS5S25S8,0,0,6,2,-1.312788847,36.7750032
0,0,1000,5000,0.25,0,KIA,0,2,1000,1,0,3,0,3,0,0,5,0.25,1,0.67,80829,0,0,0,2,2,0,3,0,0,0.333,0.5,0,0,9,4,3,0,5,0,0,0.222,24,9,1,3,1000,0,KIAS5S24S8,0,0,1,0,-1.312793998,36.77491237
0,0,0,0,0,0,KIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KIAS0S0S0,0,0,0,0,-1.312679954,36.7750949
0,0,1025,3075,0,0,KIA,0,2,850,0,1,2,0,2,0,0,3,0,0,1,80829,0,2,0,2,2,0,3.5,0,0,0.429,1,0,0,7,2,3,0,5,0,0,0.286,26,7,0,0,1200,0,KIAS5S26S8,0,0,0,0,-1.312823307,36.77507101
0,0,0,0,0,0,KIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KIAS0S0S0,0,0,0,0,-1.312786743,36.77511671
0,0,0,0,0,0,KIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KIAS0S0S0,0,0,0,0,-1.312831142,36.77530587
0,0,0,0,1,0,KIA,0,1,0,0,0,1,0,1,0,0,1,0,1,1,80829,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,5,0,0,1,2,1,0,1,0,0,KIAS5S2S80,0,0,1,0,-1.312838397,36.77535143
0,0,700,1400,1,0,KIA,0,0,700,0,1,2,0,2,0,0,2,0,0,0,80829,0,2,0,0,0,0,2,0,0,0,0,0,0,4,4,0,0,5,0,0,0,3,4,0,0,700,0,KIAS5S3S80,0,0,4,0,-1.312947743,36.77558494
0,0,800,4000,0.5,0,KIA,0,2,800,0,0.5,5,0,5,0,0,5,0.25,0.5,0.4,80828,0,5,0,2,2,0,3.2,0,0,0.375,0.25,0,0,16,8,6,0,8,0,0,0.125,1,16,2,5,800,0,KIAS8S1S80,0,0,4,0,-1.312999636,36.77537896
0,0,600,3600,0.5,0,KIA,0,3,500,0,0.571,6,0,6,0,0,6,0,0.429,0.67,80829,0,4,0,4,3,0,2.5,0,0,0.4,0.5,0,0,15,6,6,0,5,0,0,0.2,14,15,0,3,700,0,KIAS5S14S8,0,0,3,0,-1.312542694,36.77518022
0,0,750,9000,0.467,0,KIA,0,9,700,0,0.636,11,0,11,0,0,12,0.067,0.364,0.45,80829,0,7,0,5,7,0,2.818,0,0,0.29,0.467,0,0,31,15,9,0,5,0,0,0.29,15,31,1,4,800,0,KIAS5S15S8,0,0,7,0,-1.312602763,36.77516252
0,1,1250,3750,0.25,0,KIA,0,3,1000,0,1,3,1,5,1,0,3,0,0,0.6,80829,0,5,1,3,3,0,5.667,0,0,0.588,0.75,0,0,17,4,10,0,5,0,0,0.176,10,17,0,0,1500,0,KIAS5S10S8,0,0,1,0,-1.312550239,36.77534766
